,iid_pid,gender,condtn,samerace,race_o,field_cd,race,goal,date,go_out,career_c,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,match
1195,5609,1,2,1,2.0,8.0,2.0,2.0,5.0,2.0,10.0,-19.0,24.0,10.0,20.0,27.0,23.0,15.0,5.0,8.0,7.0,7.0,7.0,7.0,8.0,27.0,9.0,7.0,46138.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0,5.0,30.0,15.0,15.0,20.0,5.0,15.0,0
1196,5608,1,2,0,3.0,8.0,2.0,2.0,5.0,2.0,10.0,-11.0,26.0,15.0,15.0,15.0,20.0,20.0,15.0,7.0,7.0,9.0,9.0,6.0,8.0,27.0,9.0,7.0,46138.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0,5.0,30.0,15.0,15.0,20.0,5.0,15.0,0
1197,5607,1,2,1,2.0,8.0,2.0,2.0,5.0,2.0,10.0,28.0,32.0,5.0,25.0,20.0,10.0,15.0,25.0,8.0,7.0,7.0,6.0,6.0,6.0,27.0,9.0,7.0,46138.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0,5.0,30.0,15.0,15.0,20.0,5.0,15.0,0
1198,5606,1,2,0,3.0,8.0,2.0,2.0,5.0,2.0,10.0,-3.0,33.0,40.0,15.0,25.0,5.0,15.0,0.0,6.0,5.0,7.0,6.0,6.0,8.0,27.0,9.0,7.0,46138.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0,5.0,30.0,15.0,15.0,20.0,5.0,15.0,0
1199,5605,1,2,0,4.0,8.0,2.0,2.0,5.0,2.0,10.0,0.0,23.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,7.0,9.0,9.0,6.0,8.0,27.0,9.0,7.0,46138.0,9.0,10.0,8.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,6.0,8.0,6.0,7.0,7.0,4.0,2.0,5.0,30.0,15.0,15.0,20.0,5.0,15.0,0
1200,5604,1,2,0,6.0,8.0,2.0,5.0,7.0,1.0,9.0,37.0,24.0,20.0,30.0,10.0,10.0,10.0,20.0,8.0,7.0,6.0,6.0,6.0,7.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,1
1201,5603,1,2,1,2.0,8.0,2.0,5.0,7.0,1.0,9.0,12.0,26.0,9.0,17.0,23.0,15.0,14.0,22.0,6.0,7.0,7.0,7.798151087144508,6.409437733544024,1.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1202,5602,1,2,0,4.0,8.0,2.0,5.0,7.0,1.0,9.0,-19.0,26.0,20.0,10.0,25.0,25.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,8.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1203,5601,1,2,0,4.0,8.0,2.0,5.0,7.0,1.0,9.0,-34.0,27.0,15.0,20.0,20.0,20.0,20.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1204,5600,1,2,1,2.0,8.0,2.0,5.0,7.0,1.0,9.0,51.0,27.0,15.0,25.0,20.0,20.0,0.0,20.0,7.0,6.0,7.0,5.0,6.0,5.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1205,5599,1,2,1,2.0,8.0,2.0,5.0,7.0,1.0,9.0,9.0,24.0,50.0,20.0,10.0,5.0,10.0,5.0,9.0,8.0,8.0,8.0,8.0,7.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1206,5598,1,2,1,2.0,8.0,2.0,5.0,7.0,1.0,9.0,43.0,22.0,20.0,10.0,20.0,20.0,20.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,1
1207,5597,1,2,0,4.0,8.0,2.0,5.0,7.0,1.0,9.0,-32.0,25.0,15.0,10.0,25.0,25.0,10.0,15.0,7.0,7.0,7.0,7.0,7.0,7.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1208,5596,1,2,0,6.0,8.0,2.0,5.0,7.0,1.0,9.0,27.0,29.0,20.0,20.0,20.0,10.0,10.0,20.0,8.0,6.0,8.0,7.0,8.0,7.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1209,5595,1,2,0,4.0,8.0,2.0,5.0,7.0,1.0,9.0,5.0,35.0,15.0,15.0,30.0,15.0,15.0,10.0,3.0,3.0,3.0,2.0,3.0,0.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1210,5594,1,2,1,2.0,8.0,2.0,5.0,7.0,1.0,9.0,22.0,31.0,12.0,25.0,25.0,8.0,15.0,15.0,8.0,7.0,7.0,7.0,5.0,5.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1211,5593,1,2,1,2.0,8.0,2.0,5.0,7.0,1.0,9.0,1.0,33.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,7.0,8.0,7.0,5.827177801975013,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,1
1212,5592,1,2,0,4.0,8.0,2.0,5.0,7.0,1.0,9.0,-38.0,21.0,15.0,25.0,15.0,15.0,15.0,15.0,10.0,9.0,9.0,8.0,8.0,5.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1213,5591,1,2,0,1.0,8.0,2.0,5.0,7.0,1.0,9.0,-31.0,26.0,30.0,5.0,10.0,20.0,30.0,5.0,8.0,10.0,9.0,9.0,8.0,5.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1214,5590,1,2,0,99,8.0,2.0,5.0,7.0,1.0,9.0,-21.58153771107537,31.04429323765534,26.663172391334356,16.186097932314116,17.774756023661414,17.114510882200225,16.186097932314116,6.0753648381757595,7.0,8.0,8.0,8.0,7.0,6.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1215,5589,1,2,1,2.0,8.0,2.0,5.0,7.0,1.0,9.0,23.0,24.0,10.0,20.0,27.0,23.0,15.0,5.0,8.0,10.0,8.0,7.0,7.0,6.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1216,5588,1,2,0,3.0,8.0,2.0,5.0,7.0,1.0,9.0,33.0,26.0,15.0,15.0,15.0,20.0,20.0,15.0,9.0,8.0,8.0,8.0,8.0,8.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1217,5587,1,2,1,2.0,8.0,2.0,5.0,7.0,1.0,9.0,-7.0,32.0,5.0,25.0,20.0,10.0,15.0,25.0,6.0,6.0,6.0,7.477284042101828,6.7386420210509135,7.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1218,5586,1,2,0,3.0,8.0,2.0,5.0,7.0,1.0,9.0,-52.0,33.0,40.0,15.0,25.0,5.0,15.0,0.0,7.0,7.0,8.0,7.0,8.0,6.00545932717637,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,0
1219,5585,1,2,0,4.0,8.0,2.0,5.0,7.0,1.0,9.0,-23.0,23.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,5.0,6.0,5.0,6.0,5.0,27.0,3.0,1.0,69487.0,10.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,6.0,10.0,10.0,1.0,7.0,6.0,40.0,0.0,10.0,50.0,0.0,0.0,1
1220,5584,1,2,0,6.0,8.0,2.0,3.0,4.0,1.0,7.0,4.0,24.0,20.0,30.0,10.0,10.0,10.0,20.0,9.0,8.0,8.0,9.0,8.0,9.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1221,5583,1,2,1,2.0,8.0,2.0,3.0,4.0,1.0,7.0,-23.0,26.0,9.0,17.0,23.0,15.0,14.0,22.0,7.0,8.0,7.536010327216001,7.0,5.0,4.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1222,5582,1,2,0,4.0,8.0,2.0,3.0,4.0,1.0,7.0,14.0,26.0,20.0,10.0,25.0,25.0,10.0,10.0,7.0,7.0,8.0,7.0,7.0,6.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1223,5581,1,2,0,4.0,8.0,2.0,3.0,4.0,1.0,7.0,21.0,27.0,15.0,20.0,20.0,20.0,20.0,5.0,6.0,8.0,8.0,8.0,8.0,8.247283063317438,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1224,5580,1,2,1,2.0,8.0,2.0,3.0,4.0,1.0,7.0,46.0,27.0,15.0,25.0,20.0,20.0,0.0,20.0,9.0,8.0,8.0,9.0,8.0,9.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1225,5579,1,2,1,2.0,8.0,2.0,3.0,4.0,1.0,7.0,25.0,24.0,50.0,20.0,10.0,5.0,10.0,5.0,9.0,8.0,8.0,9.0,8.0,9.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1226,5578,1,2,1,2.0,8.0,2.0,3.0,4.0,1.0,7.0,31.0,22.0,20.0,10.0,20.0,20.0,20.0,10.0,7.0,9.0,9.0,9.0,9.0,8.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1227,5577,1,2,0,4.0,8.0,2.0,3.0,4.0,1.0,7.0,-27.0,25.0,15.0,10.0,25.0,25.0,10.0,15.0,6.0,7.0,7.0,7.0,7.0,7.962761784662251,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1228,5576,1,2,0,6.0,8.0,2.0,3.0,4.0,1.0,7.0,16.0,29.0,20.0,20.0,20.0,10.0,10.0,20.0,9.0,7.0,8.0,8.0,7.0,8.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1229,5575,1,2,0,4.0,8.0,2.0,3.0,4.0,1.0,7.0,15.0,35.0,15.0,15.0,30.0,15.0,15.0,10.0,9.0,8.0,8.0,7.0,7.0,9.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1230,5574,1,2,1,2.0,8.0,2.0,3.0,4.0,1.0,7.0,-9.0,31.0,12.0,25.0,25.0,8.0,15.0,15.0,8.0,8.0,8.0,8.0,8.0,7.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1231,5573,1,2,1,2.0,8.0,2.0,3.0,4.0,1.0,7.0,24.0,33.0,25.0,20.0,10.0,20.0,20.0,5.0,8.0,6.0,7.0,6.0,6.0,6.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1232,5572,1,2,0,4.0,8.0,2.0,3.0,4.0,1.0,7.0,13.0,21.0,15.0,25.0,15.0,15.0,15.0,15.0,9.0,9.0,10.0,9.0,10.0,6.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1233,5571,1,2,0,1.0,8.0,2.0,3.0,4.0,1.0,7.0,2.0,26.0,30.0,5.0,10.0,20.0,30.0,5.0,8.0,8.0,8.0,7.0,7.0,8.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1234,5570,1,2,0,99,8.0,2.0,3.0,4.0,1.0,7.0,25.0,25.0,28.333333333333332,25.0,13.333333333333334,11.666666666666666,6.666666666666667,15.0,9.0,8.0,8.0,9.0,8.0,9.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,1
1235,5569,1,2,1,2.0,8.0,2.0,3.0,4.0,1.0,7.0,19.0,24.0,10.0,20.0,27.0,23.0,15.0,5.0,10.0,9.0,10.0,8.0,8.0,5.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1236,5568,1,2,0,3.0,8.0,2.0,3.0,4.0,1.0,7.0,22.0,26.0,15.0,15.0,15.0,20.0,20.0,15.0,9.0,8.0,8.0,7.0,9.0,9.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1237,5567,1,2,1,2.0,8.0,2.0,3.0,4.0,1.0,7.0,6.0,32.0,5.0,25.0,20.0,10.0,15.0,25.0,7.0,7.0,7.0,7.0,8.0,6.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1238,5566,1,2,0,3.0,8.0,2.0,3.0,4.0,1.0,7.0,-7.0,33.0,40.0,15.0,25.0,5.0,15.0,0.0,8.0,8.0,9.0,8.0,7.0,8.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1239,5565,1,2,0,4.0,8.0,2.0,3.0,4.0,1.0,7.0,-14.0,23.0,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,5.0,28.0,7.0,4.0,55704.0,7.0,8.0,7.0,7.0,6.0,6.0,3.0,1.0,6.0,7.0,2.0,2.0,2.0,5.0,9.0,4.0,1.0,7.0,50.0,10.0,10.0,10.0,10.0,10.0,0
1240,5564,1,2,0,6.0,3.0,2.0,2.0,5.0,3.0,3.0,38.0,24.0,20.0,30.0,10.0,10.0,10.0,20.0,6.0,7.0,7.0,7.0,6.0,6.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,1
1241,5563,1,2,1,2.0,3.0,2.0,2.0,5.0,3.0,3.0,52.0,26.0,9.0,17.0,23.0,15.0,14.0,22.0,7.0,4.0,7.057482982262772,6.0,6.0,3.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,1
1242,5562,1,2,0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,-17.0,26.0,20.0,10.0,25.0,25.0,10.0,10.0,7.0,8.0,7.0,8.0,7.0,6.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,0
1243,5561,1,2,0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,55.0,27.0,15.0,20.0,20.0,20.0,20.0,5.0,7.0,9.0,9.0,10.0,10.0,6.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,0
1244,5560,1,2,1,2.0,3.0,2.0,2.0,5.0,3.0,3.0,42.0,27.0,15.0,25.0,20.0,20.0,0.0,20.0,7.0,9.0,9.0,10.0,10.0,6.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,0
1245,5559,1,2,1,2.0,3.0,2.0,2.0,5.0,3.0,3.0,23.0,24.0,50.0,20.0,10.0,5.0,10.0,5.0,7.0,9.0,9.0,10.0,10.0,6.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,0
1246,5558,1,2,1,2.0,3.0,2.0,2.0,5.0,3.0,3.0,22.0,22.0,20.0,10.0,20.0,20.0,20.0,10.0,5.0,10.0,8.0,10.0,6.0,10.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,1
1247,5557,1,2,0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,42.0,25.0,15.0,10.0,25.0,25.0,10.0,15.0,8.0,8.0,8.0,7.0,7.0,5.92237311532153,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,1
1248,5556,1,2,0,6.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,29.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.0,7.0,9.0,7.0,8.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,1
1249,5555,1,2,0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,75.0,35.0,15.0,15.0,30.0,15.0,15.0,10.0,7.0,8.0,8.0,7.0,7.0,6.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,1
1250,5554,1,2,1,2.0,3.0,2.0,2.0,5.0,3.0,3.0,18.0,31.0,12.0,25.0,25.0,8.0,15.0,15.0,5.0,1.0,4.0,4.0,5.0,1.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,0
1251,5553,1,2,1,2.0,3.0,2.0,2.0,5.0,3.0,3.0,46.0,33.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,9.0,9.0,10.0,10.0,6.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,0
1252,5552,1,2,0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,39.0,21.0,15.0,25.0,15.0,15.0,15.0,15.0,8.0,7.0,6.0,10.0,7.0,3.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,0
1253,5551,1,2,0,1.0,3.0,2.0,2.0,5.0,3.0,3.0,-19.0,26.0,30.0,5.0,10.0,20.0,30.0,5.0,7.0,10.0,9.0,10.0,9.0,5.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,0
1254,5550,1,2,0,99,3.0,2.0,2.0,5.0,3.0,3.0,40.0,26.0,26.666666666666668,21.666666666666668,16.666666666666668,15.0,10.0,10.0,7.0,9.0,9.0,10.0,10.0,6.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,0
1255,5549,1,2,1,2.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,24.0,10.0,20.0,27.0,23.0,15.0,5.0,7.0,10.0,8.0,10.0,6.0,5.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,1
1256,5548,1,2,0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,-6.0,26.0,15.0,15.0,15.0,20.0,20.0,15.0,6.0,6.0,7.0,9.0,8.0,9.0,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,1
1257,5547,1,2,1,2.0,3.0,2.0,2.0,5.0,3.0,3.0,49.0,32.0,5.0,25.0,20.0,10.0,15.0,25.0,5.0,6.0,5.0,7.0,7.684102677783733,4.574366540812526,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,0
1258,5546,1,2,0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,5.0,33.0,40.0,15.0,25.0,5.0,15.0,0.0,4.0,4.0,5.0,6.0,7.788950830835009,4.800289177060431,25.0,1.0,8.0,31148.0,2.0,6.0,2.0,6.0,7.0,7.0,7.0,1.0,1.0,10.0,3.0,7.0,5.0,6.0,8.0,1.0,1.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,0
