,iid_pid,iid,id,partner,pid,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,gender,idg,condtn,wave,match,samerace,race_o,dec_o,field_cd,race,from,zipcode,goal,date,go_out,career_c
600,6204.0,403.0,7.0,10.0,388.0,34.0,24.0,22.0,17.0,15.0,15.0,15.0,16.0,5.0,8.0,8.0,7.0,6.0,5.0,22.0,6.0,6.0,55080.0,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,6.0,0.0,20.0,25.0,20.0,15.0,5.0,15.0,1,14,2,15,0,1,2.0,0,5.0,2.0,Paris,"78,1",5.0,5.0,3.0,7.0
601,6203.0,403.0,7.0,9.0,387.0,-1.0,25.0,20.0,15.0,25.0,15.0,15.0,10.0,6.0,8.0,8.0,7.0,7.0,7.0,22.0,6.0,6.0,55080.00000000001,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,6.0,0.0,20.0,25.0,20.0,15.0,5.0,15.0,1,14,2,15,0,1,2.0,0,5.0,2.0,Paris,"78,1",5.0,5.0,3.0,7.0
602,6202.0,403.0,7.0,8.0,386.0,-28.0,26.0,15.0,10.0,30.0,10.0,15.0,20.0,7.0,8.0,8.0,7.0,7.0,5.0,22.0,6.0,6.0,55080.0,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,6.0,0.0,20.0,25.0,20.0,15.0,5.0,15.0,1,14,2,15,0,1,2.0,0,5.0,2.0,Paris,"78,1",5.0,5.0,3.0,7.0
603,6201.0,403.0,7.0,7.0,385.0,-14.0,25.0,25.0,20.0,20.0,20.0,10.0,5.0,4.0,10.0,10.0,4.0,4.0,5.910378889199327,22.0,6.0,6.0,55080.0,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,6.0,0.0,20.0,25.0,20.0,15.0,5.0,15.0,1,14,2,15,0,1,2.0,0,5.0,2.0,Paris,"78,1",5.0,5.0,3.0,7.0
604,6200.0,403.0,7.0,6.0,384.0,21.0,23.0,20.0,20.0,20.0,20.0,20.0,0.0,4.0,10.0,9.0,4.0,9.0,5.0,22.0,6.0,6.0,55080.00000000001,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,6.0,0.0,20.0,25.0,20.0,15.0,5.0,15.0,1,14,2,15,0,1,2.0,0,5.0,2.0,Paris,"78,1",5.0,5.0,3.0,7.0
605,6199.0,403.0,7.0,5.0,383.0,37.0,27.0,25.0,20.0,10.0,20.0,15.0,10.0,2.0,5.0,7.512175356780708,7.0,6.487824643219292,5.975649286438583,22.0,6.0,6.0,55080.00000000001,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,6.0,0.0,20.0,25.0,20.0,15.0,5.0,15.0,1,14,2,15,0,1,2.0,0,5.0,2.0,Paris,"78,1",5.0,5.0,3.0,7.0
606,6198.0,403.0,7.0,4.0,382.0,-9.0,28.0,25.0,25.0,25.0,10.0,10.0,5.0,5.0,8.0,8.0,8.0,8.0,5.0,22.0,6.0,6.0,55080.0,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,6.0,0.0,20.0,25.0,20.0,15.0,5.0,15.0,1,14,2,15,0,1,2.0,0,5.0,2.0,Paris,"78,1",5.0,5.0,3.0,7.0
607,6197.0,403.0,7.0,3.0,381.0,-14.0,24.0,20.0,10.0,20.0,35.0,5.0,10.0,6.0,8.0,8.0,7.0,6.0,6.0,22.0,6.0,6.0,55080.0,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,6.0,0.0,20.0,25.0,20.0,15.0,5.0,15.0,1,14,2,15,0,1,2.0,0,5.0,2.0,Paris,"78,1",5.0,5.0,3.0,7.0
608,6196.0,403.0,7.0,2.0,380.0,33.0,33.0,20.0,20.0,20.0,15.0,15.0,10.0,4.0,7.0,7.0,7.0,7.0,7.0,22.0,6.0,6.0,55079.999999999985,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,6.0,0.0,20.0,25.0,20.0,15.0,5.0,15.0,1,14,2,15,0,0,1.0,1,5.0,2.0,Paris,"78,1",5.0,5.0,3.0,7.0
609,6195.0,403.0,7.0,1.0,379.0,24.0,38.0,15.0,15.0,20.0,15.0,15.0,20.0,6.0,9.0,9.0,6.0,9.0,5.0,22.0,6.0,6.0,55080.0,9.0,8.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,5.0,6.0,5.0,8.0,3.0,6.0,2.0,1.0,6.0,0.0,20.0,25.0,20.0,15.0,5.0,15.0,1,14,2,15,0,1,2.0,0,5.0,2.0,Paris,"78,1",5.0,5.0,3.0,7.0
610,6194.0,402.0,6.0,18.0,396.0,-41.0,25.0,15.0,18.0,18.0,18.0,15.0,16.0,6.0,9.0,9.0,6.0,9.0,2.0,29.0,1.0,1.0,55080.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,1,4.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
611,6193.0,402.0,6.0,17.0,395.0,-2.0,33.0,20.0,20.0,20.0,10.0,10.0,20.0,5.0,10.0,9.0,8.0,8.0,8.0,29.0,1.0,1.0,55080.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
612,6192.0,402.0,6.0,16.0,394.0,17.0,24.0,18.0,19.0,16.0,15.0,15.0,17.0,5.0,9.0,9.0,7.0,7.0,8.0,29.0,1.0,1.0,55080.00000000001,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
613,6191.0,402.0,6.0,15.0,393.0,-18.0,22.0,8.0,20.0,25.0,25.0,12.0,10.0,6.0,8.0,7.0,6.0,7.0,6.0,29.0,1.0,1.0,55080.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
614,6190.0,402.0,6.0,14.0,392.0,12.0,26.0,15.0,20.0,15.0,30.0,10.0,10.0,2.0,8.0,9.0,4.0,10.0,3.0,29.0,1.0,1.0,55080.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
615,6189.0,402.0,6.0,13.0,391.0,4.0,28.0,35.0,0.0,35.0,10.0,10.0,10.0,5.0,8.0,6.0,5.0,9.0,3.0,29.0,1.0,1.0,51900.10925122754,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
616,6188.0,402.0,6.0,12.0,390.0,21.0,30.0,10.0,20.0,20.0,10.0,10.0,30.0,6.0,10.0,8.0,6.0,7.472135954999579,7.5278640450004195,29.0,1.0,1.0,55080.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,1,4.0,1,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
617,6187.0,402.0,6.0,11.0,389.0,-5.0,21.0,20.0,30.0,20.0,20.0,0.0,10.0,4.0,10.0,8.0,5.0,10.0,3.0,29.0,1.0,1.0,55080.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
618,6186.0,402.0,6.0,10.0,388.0,17.0,24.0,22.0,17.0,15.0,15.0,15.0,16.0,3.0,8.0,8.0,8.0,8.0,7.0,29.0,1.0,1.0,55079.99999999999,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
619,6185.0,402.0,6.0,9.0,387.0,-22.0,25.0,20.0,15.0,25.0,15.0,15.0,10.0,6.0,8.0,8.0,7.0,8.0,7.0,29.0,1.0,1.0,51956.68906459034,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
620,6184.0,402.0,6.0,8.0,386.0,-36.0,26.0,15.0,10.0,30.0,10.0,15.0,20.0,7.0,7.0,7.0,7.0,8.445016106095096,5.0,29.0,1.0,1.0,51884.16291335611,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
621,6183.0,402.0,6.0,7.0,385.0,34.0,25.0,25.0,20.0,20.0,20.0,10.0,5.0,5.0,7.0,9.0,9.0,8.0,5.0,29.0,1.0,1.0,51938.04316480703,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
622,6182.0,402.0,6.0,6.0,384.0,17.0,23.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,10.0,9.0,4.0,8.0,4.0,29.0,1.0,1.0,48785.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
623,6181.0,402.0,6.0,5.0,383.0,1.0,27.0,25.0,20.0,10.0,20.0,15.0,10.0,3.0,9.0,9.0,8.0,8.0,4.552386042449043,29.0,1.0,1.0,48785.00000000001,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
624,6180.0,402.0,6.0,4.0,382.0,11.0,28.0,25.0,25.0,25.0,10.0,10.0,5.0,6.0,7.0,8.0,9.0,10.0,7.0,29.0,1.0,1.0,48784.99999999999,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
625,6179.0,402.0,6.0,3.0,381.0,-9.0,24.0,20.0,10.0,20.0,35.0,5.0,10.0,6.0,8.0,8.0,8.0,9.0,5.0,29.0,1.0,1.0,48785.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,2.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
626,6178.0,402.0,6.0,2.0,380.0,-14.0,33.0,20.0,20.0,20.0,15.0,15.0,10.0,4.0,5.0,7.0,3.0,7.0,2.0,29.0,1.0,1.0,48785.0,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,0,0,1.0,0,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
627,6177.0,402.0,6.0,1.0,379.0,14.0,38.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,9.0,9.0,8.0,9.0,5.0,29.0,1.0,1.0,48784.99999999999,10.0,2.0,6.0,9.0,6.0,6.0,9.0,7.0,4.0,3.0,3.0,5.0,8.0,4.0,4.0,6.0,9.0,6.0,0.0,25.0,20.0,15.0,25.0,10.0,5.0,1,12,2,15,1,0,2.0,1,2.0,4.0,Korea,Missing value,3.0,4.0,2.0,7.0
628,6176.0,401.0,5.0,18.0,396.0,11.0,25.0,15.0,18.0,18.0,18.0,15.0,16.0,7.0,9.0,8.0,5.0,8.0,3.0,31.0,1.0,1.0,48785.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,0,4.0,0,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
629,6175.0,401.0,5.0,17.0,395.0,58.0,33.0,20.0,20.0,20.0,10.0,10.0,20.0,6.0,9.0,8.0,6.0,8.340672324798504,3.9779830256044915,31.0,1.0,1.0,48784.99999999999,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,0,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
630,6174.0,401.0,5.0,16.0,394.0,55.0,24.0,18.0,19.0,16.0,15.0,15.0,17.0,6.0,9.0,8.0,6.0,8.0,5.0,31.0,1.0,1.0,48784.99999999999,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,0,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
631,6173.0,401.0,5.0,15.0,393.0,42.0,22.0,8.0,20.0,25.0,25.0,12.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,31.0,1.0,1.0,48785.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,1,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
632,6172.0,401.0,5.0,14.0,392.0,54.0,26.0,15.0,20.0,15.0,30.0,10.0,10.0,5.0,9.0,9.0,4.0,9.0,2.0,31.0,1.0,1.0,48784.99999999999,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,0,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
633,6171.0,401.0,5.0,13.0,391.0,53.0,28.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,8.0,8.0,6.0,9.0,7.0,31.0,1.0,1.0,48785.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,1,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
634,6170.0,401.0,5.0,12.0,390.0,6.0,30.0,10.0,20.0,20.0,10.0,10.0,30.0,6.0,10.0,10.0,6.0,8.0,5.2368711231673615,31.0,1.0,1.0,48784.99999999999,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,0,4.0,1,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
635,6169.0,401.0,5.0,11.0,389.0,47.0,21.0,20.0,30.0,20.0,20.0,0.0,10.0,7.0,10.0,10.0,2.0,8.0,3.0,31.0,1.0,1.0,48784.99999999999,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,1,1,2.0,1,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
636,6168.0,401.0,5.0,10.0,388.0,22.0,24.0,22.0,17.0,15.0,15.0,15.0,16.0,5.0,8.0,8.0,6.0,6.0,8.0,31.0,1.0,1.0,48785.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,0,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
637,6167.0,401.0,5.0,9.0,387.0,21.0,25.0,20.0,15.0,25.0,15.0,15.0,10.0,6.0,8.0,8.0,7.0,7.0,6.0,31.0,1.0,1.0,48785.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,0,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
638,6166.0,401.0,5.0,8.0,386.0,13.0,26.0,15.0,10.0,30.0,10.0,15.0,20.0,7.0,8.0,8.0,7.0,8.0,6.862302626111375,31.0,1.0,1.0,48785.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,1,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
639,6165.0,401.0,5.0,7.0,385.0,73.0,25.0,25.0,20.0,20.0,20.0,10.0,5.0,7.0,8.0,9.0,8.0,9.0,6.0,31.0,1.0,1.0,48785.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,0,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
640,6164.0,401.0,5.0,6.0,384.0,35.0,23.0,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,10.0,8.0,10.0,7.0,31.0,1.0,1.0,48785.00000000001,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,1,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
641,6163.0,401.0,5.0,5.0,383.0,26.0,27.0,25.0,20.0,10.0,20.0,15.0,10.0,4.0,5.0,6.0,6.42655323666706,6.42655323666706,7.146893526665879,31.0,1.0,1.0,48785.00000000001,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,1,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
642,6162.0,401.0,5.0,4.0,382.0,15.0,28.0,25.0,25.0,25.0,10.0,10.0,5.0,6.0,8.0,8.0,6.0,8.0,5.0,31.0,1.0,1.0,48785.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,0,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
643,6161.0,401.0,5.0,3.0,381.0,35.0,24.0,20.0,10.0,20.0,35.0,5.0,10.0,7.0,7.0,6.0,6.0,8.0,7.0,31.0,1.0,1.0,48785.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,1,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
644,6160.0,401.0,5.0,2.0,380.0,3.0,33.0,20.0,20.0,20.0,15.0,15.0,10.0,5.0,7.0,7.0,7.0,7.0,7.0,31.0,1.0,1.0,48785.0,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,0,1.0,1,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
645,6159.0,401.0,5.0,1.0,379.0,36.0,38.0,15.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,9.0,5.0,7.0,5.0,31.0,1.0,1.0,48784.99999999999,10.0,1.0,4.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,1.0,8.0,8.0,10.0,10.0,7.0,3.0,9.0,0.0,35.0,0.0,25.0,20.0,0.0,20.0,1,10,2,15,0,1,2.0,0,8.0,2.0,Germany,"10,025",2.0,4.0,1.0,7.0
646,6158.0,400.0,4.0,18.0,396.0,15.0,25.0,15.0,18.0,18.0,18.0,15.0,16.0,8.0,9.0,9.0,7.0,9.0,5.0,26.0,7.0,7.0,48784.99999999999,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,3.0,0.0,70.0,5.0,20.0,3.0,1.0,1.0,1,8,2,15,0,0,4.0,1,8.0,2.0,Italy,"80,136",5.0,4.0,2.0,7.0
647,6157.0,400.0,4.0,17.0,395.0,6.0,33.0,20.0,20.0,20.0,10.0,10.0,20.0,8.0,6.0,7.0,7.0,9.0,6.235415652072101,26.0,7.0,7.0,48785.0,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,3.0,0.0,70.0,5.0,20.0,3.0,1.0,1.0,1,8,2,15,1,1,2.0,1,8.0,2.0,Italy,"80,136",5.0,4.0,2.0,7.0
648,6156.0,400.0,4.0,16.0,394.0,27.0,24.0,18.0,19.0,16.0,15.0,15.0,17.0,8.0,8.0,7.0,8.0,9.0,8.0,26.0,7.0,7.0,48785.0,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,3.0,0.0,70.0,5.0,20.0,3.0,1.0,1.0,1,8,2,15,0,1,2.0,1,8.0,2.0,Italy,"80,136",5.0,4.0,2.0,7.0
649,6155.0,400.0,4.0,15.0,393.0,25.0,22.0,8.0,20.0,25.0,25.0,12.0,10.0,6.0,6.0,8.0,6.0,9.0,6.0,26.0,7.0,7.0,48785.0,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,3.0,0.0,70.0,5.0,20.0,3.0,1.0,1.0,1,8,2,15,0,1,2.0,0,8.0,2.0,Italy,"80,136",5.0,4.0,2.0,7.0
650,6154.0,400.0,4.0,14.0,392.0,34.0,26.0,15.0,20.0,15.0,30.0,10.0,10.0,7.0,7.0,8.0,7.0,10.0,5.0,26.0,7.0,7.0,48785.0,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,3.0,0.0,70.0,5.0,20.0,3.0,1.0,1.0,1,8,2,15,0,1,2.0,1,8.0,2.0,Italy,"80,136",5.0,4.0,2.0,7.0
651,6153.0,400.0,4.0,13.0,391.0,72.0,28.0,35.0,0.0,35.0,10.0,10.0,10.0,6.0,5.0,5.0,5.0,5.0,5.0,26.0,7.0,7.0,48785.00000000001,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,3.0,0.0,70.0,5.0,20.0,3.0,1.0,1.0,1,8,2,15,0,1,2.0,0,8.0,2.0,Italy,"80,136",5.0,4.0,2.0,7.0
652,6152.0,400.0,4.0,12.0,390.0,59.0,30.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,6.0,8.0,6.0,8.0,8.0,26.0,7.0,7.0,48785.0,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,3.0,0.0,70.0,5.0,20.0,3.0,1.0,1.0,1,8,2,15,0,0,4.0,1,8.0,2.0,Italy,"80,136",5.0,4.0,2.0,7.0
653,6151.0,400.0,4.0,11.0,389.0,21.0,21.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,10.0,7.0,9.0,6.979119757128426,26.0,7.0,7.0,48785.00000000001,7.0,4.0,7.0,7.0,6.0,6.0,6.0,1.0,8.0,7.0,1.0,7.0,7.0,6.0,7.0,1.0,1.0,3.0,0.0,70.0,5.0,20.0,3.0,1.0,1.0,1,8,2,15,1,1,2.0,1,8.0,2.0,Italy,"80,136",5.0,4.0,2.0,7.0
