,iid_pid,iid,id,partner,pid,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,gender,idg,condtn,match,samerace,race_o,field_cd,race,from,zipcode,goal,date,go_out,career_c
1838,4966.0,335.0,4.0,2.0,323.0,-6.0,25.0,10.0,20.0,20.0,20.0,10.0,20.0,7.519318921352021,7.0,7.519318921352021,4.999999999999999,6.5193189213520215,4.999999999999999,24.0,1.0,8.0,25831.000000000004,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,8.0,5.0,7.0,6.0,20.0,10.0,20.0,20.0,15.0,15.0,1,8,1,0,0,4.0,3.0,2.0,Michigan,Missing value,1.0,3.0,3.0,2.0
1839,4965.0,335.0,4.0,1.0,322.0,18.0,34.0,2.0,60.0,15.0,8.0,5.0,10.0,5.0,7.0,10.0,7.0,7.506223341267153,8.00263095408641,24.0,1.0,8.0,25830.999999999996,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,8.0,5.0,7.0,6.0,20.0,10.0,20.0,20.0,15.0,15.0,1,8,1,0,0,4.0,3.0,2.0,Michigan,Missing value,1.0,3.0,3.0,2.0
1840,4964.0,334.0,3.0,10.0,331.0,-51.0,34.0,15.0,15.0,10.0,25.0,10.0,25.0,10.0,8.0,7.0,6.0,6.0,7.0,29.0,1.0,1.0,25831.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,40.0,10.0,15.0,10.0,10.0,15.0,1,6,1,0,0,2.0,8.0,4.0,New York/South Korea/Japan,Missing value,1.0,5.0,3.0,4.0
1841,4963.0,334.0,3.0,9.0,330.0,31.0,22.0,15.0,25.0,15.0,20.0,10.0,15.0,6.0,8.0,6.0,7.0,6.0,6.0,29.0,1.0,1.0,25831.000000000004,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,40.0,10.0,15.0,10.0,10.0,15.0,1,6,1,0,1,4.0,8.0,4.0,New York/South Korea/Japan,Missing value,1.0,5.0,3.0,4.0
1842,4962.0,334.0,3.0,8.0,329.0,12.0,29.0,15.0,22.0,22.0,16.0,15.0,10.0,8.0,6.0,8.0,7.0,8.0,6.519187060905168,29.0,1.0,1.0,25831.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,40.0,10.0,15.0,10.0,10.0,15.0,1,6,1,0,0,2.0,8.0,4.0,New York/South Korea/Japan,Missing value,1.0,5.0,3.0,4.0
1843,4961.0,334.0,3.0,7.0,328.0,8.0,30.0,22.0,12.0,30.0,25.0,10.0,1.0,8.0,6.0,8.0,8.0,8.0,5.0,29.0,1.0,1.0,25831.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,40.0,10.0,15.0,10.0,10.0,15.0,1,6,1,0,0,2.0,8.0,4.0,New York/South Korea/Japan,Missing value,1.0,5.0,3.0,4.0
1844,4960.0,334.0,3.0,6.0,327.0,-1.0,29.0,15.0,10.0,20.0,20.0,20.0,15.0,8.0,8.0,8.0,8.0,8.0,8.0,29.0,1.0,1.0,25830.999999999996,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,40.0,10.0,15.0,10.0,10.0,15.0,1,6,1,0,0,2.0,8.0,4.0,New York/South Korea/Japan,Missing value,1.0,5.0,3.0,4.0
1845,4959.0,334.0,3.0,5.0,326.0,-11.0,36.0,15.0,15.0,15.0,20.0,20.0,15.0,8.0,10.0,9.0,10.0,7.0,6.0,29.0,1.0,1.0,25831.000000000004,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,40.0,10.0,15.0,10.0,10.0,15.0,1,6,1,0,0,1.0,8.0,4.0,New York/South Korea/Japan,Missing value,1.0,5.0,3.0,4.0
1846,4958.0,334.0,3.0,4.0,325.0,-18.0,30.0,10.0,20.0,20.0,10.0,10.0,30.0,7.0,6.0,7.0,8.0,6.0,5.0,29.0,1.0,1.0,25831.000000000004,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,40.0,10.0,15.0,10.0,10.0,15.0,1,6,1,0,0,3.0,8.0,4.0,New York/South Korea/Japan,Missing value,1.0,5.0,3.0,4.0
1847,4957.0,334.0,3.0,3.0,324.0,-26.0,23.0,40.0,10.0,15.0,20.0,10.0,5.0,2.0,6.0,8.0,9.0,5.0,2.0,29.0,1.0,1.0,25831.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,40.0,10.0,15.0,10.0,10.0,15.0,1,6,1,0,0,2.0,8.0,4.0,New York/South Korea/Japan,Missing value,1.0,5.0,3.0,4.0
1848,4956.0,334.0,3.0,2.0,323.0,-37.0,25.0,10.0,20.0,20.0,20.0,10.0,20.0,8.0,7.0,8.0,7.0,7.0,6.0,29.0,1.0,1.0,25831.000000000004,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,40.0,10.0,15.0,10.0,10.0,15.0,1,6,1,0,1,4.0,8.0,4.0,New York/South Korea/Japan,Missing value,1.0,5.0,3.0,4.0
1849,4955.0,334.0,3.0,1.0,322.0,-17.0,34.0,2.0,60.0,15.0,8.0,5.0,10.0,8.0,6.485540142633076,10.0,10.0,6.485540142633076,10.0,29.0,1.0,1.0,25831.000000000004,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,5.0,40.0,10.0,15.0,10.0,10.0,15.0,1,6,1,0,1,4.0,8.0,4.0,New York/South Korea/Japan,Missing value,1.0,5.0,3.0,4.0
1850,4954.0,333.0,2.0,10.0,331.0,13.0,34.0,15.0,15.0,10.0,25.0,10.0,25.0,10.0,8.0,5.0,7.0,5.0,4.0,23.0,5.0,3.0,25830.999999999996,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,50.0,5.0,15.0,20.0,10.0,0.0,1,4,1,0,1,2.0,8.0,2.0,"Portland, OR",Missing value,1.0,3.0,1.0,7.0
1851,4953.0,333.0,2.0,9.0,330.0,8.0,22.0,15.0,25.0,15.0,20.0,10.0,15.0,8.0,9.0,9.0,8.0,9.0,7.0,23.0,5.0,3.0,25831.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,50.0,5.0,15.0,20.0,10.0,0.0,1,4,1,1,0,4.0,8.0,2.0,"Portland, OR",Missing value,1.0,3.0,1.0,7.0
1852,4952.0,333.0,2.0,8.0,329.0,-8.0,29.0,15.0,22.0,22.0,16.0,15.0,10.0,7.0,6.0,8.0,7.0,8.0,8.592378869472931,23.0,5.0,3.0,25831.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,50.0,5.0,15.0,20.0,10.0,0.0,1,4,1,0,1,2.0,8.0,2.0,"Portland, OR",Missing value,1.0,3.0,1.0,7.0
1853,4951.0,333.0,2.0,7.0,328.0,21.0,30.0,22.0,12.0,30.0,25.0,10.0,1.0,8.0,8.0,8.0,8.0,6.0,8.0,23.0,5.0,3.0,24521.39318348452,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,50.0,5.0,15.0,20.0,10.0,0.0,1,4,1,0,1,2.0,8.0,2.0,"Portland, OR",Missing value,1.0,3.0,1.0,7.0
1854,4950.0,333.0,2.0,6.0,327.0,2.0,29.0,15.0,10.0,20.0,20.0,20.0,15.0,8.0,8.0,8.0,10.0,8.46056979254055,10.0,23.0,5.0,3.0,24499.63744412849,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,50.0,5.0,15.0,20.0,10.0,0.0,1,4,1,0,1,2.0,8.0,2.0,"Portland, OR",Missing value,1.0,3.0,1.0,7.0
1855,4949.0,333.0,2.0,5.0,326.0,-52.0,36.0,15.0,15.0,15.0,20.0,20.0,15.0,9.0,10.0,9.0,10.0,6.0,7.0,23.0,5.0,3.0,23207.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,50.0,5.0,15.0,20.0,10.0,0.0,1,4,1,0,0,1.0,8.0,2.0,"Portland, OR",Missing value,1.0,3.0,1.0,7.0
1856,4948.0,333.0,2.0,4.0,325.0,-5.0,30.0,10.0,20.0,20.0,10.0,10.0,30.0,7.0,7.0,7.0,7.0,5.0,5.0,23.0,5.0,3.0,23206.999999999996,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,50.0,5.0,15.0,20.0,10.0,0.0,1,4,1,0,0,3.0,8.0,2.0,"Portland, OR",Missing value,1.0,3.0,1.0,7.0
1857,4947.0,333.0,2.0,3.0,324.0,-25.0,23.0,40.0,10.0,15.0,20.0,10.0,5.0,3.0,6.0,7.0,7.0,6.0,3.0,23.0,5.0,3.0,23207.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,50.0,5.0,15.0,20.0,10.0,0.0,1,4,1,0,1,2.0,8.0,2.0,"Portland, OR",Missing value,1.0,3.0,1.0,7.0
1858,4946.0,333.0,2.0,2.0,323.0,-33.0,25.0,10.0,20.0,20.0,20.0,10.0,20.0,8.0,7.0,8.0,7.0,6.0,6.0,23.0,5.0,3.0,23207.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,50.0,5.0,15.0,20.0,10.0,0.0,1,4,1,1,0,4.0,8.0,2.0,"Portland, OR",Missing value,1.0,3.0,1.0,7.0
1859,4945.0,333.0,2.0,1.0,322.0,47.0,34.0,2.0,60.0,15.0,8.0,5.0,10.0,10.0,7.0,10.0,10.0,6.4999168882955765,8.0,23.0,5.0,3.0,23207.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,50.0,5.0,15.0,20.0,10.0,0.0,1,4,1,0,0,4.0,8.0,2.0,"Portland, OR",Missing value,1.0,3.0,1.0,7.0
1860,4944.0,332.0,1.0,10.0,331.0,31.0,34.0,15.0,15.0,10.0,25.0,10.0,25.0,4.0,8.0,8.0,5.0,6.0,3.0,30.0,1.0,1.0,23207.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,60.0,10.0,10.0,10.0,5.0,5.0,1,2,1,0,0,2.0,3.0,4.0,japan,Missing value,3.0,7.0,4.0,2.0
1861,4943.0,332.0,1.0,9.0,330.0,11.0,22.0,15.0,25.0,15.0,20.0,10.0,15.0,3.0,9.0,8.0,4.0,6.0,2.0,30.0,1.0,1.0,23207.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,60.0,10.0,10.0,10.0,5.0,5.0,1,2,1,0,1,4.0,3.0,4.0,japan,Missing value,3.0,7.0,4.0,2.0
1862,4942.0,332.0,1.0,8.0,329.0,74.0,29.0,15.0,22.0,22.0,16.0,15.0,10.0,6.0,7.0,7.0,5.0,6.0,5.147640377534664,30.0,1.0,1.0,23207.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,60.0,10.0,10.0,10.0,5.0,5.0,1,2,1,0,0,2.0,3.0,4.0,japan,Missing value,3.0,7.0,4.0,2.0
1863,4941.0,332.0,1.0,7.0,328.0,7.0,30.0,22.0,12.0,30.0,25.0,10.0,1.0,6.0,8.0,8.0,10.0,8.0,6.0,30.0,1.0,1.0,23207.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,60.0,10.0,10.0,10.0,5.0,5.0,1,2,1,0,0,2.0,3.0,4.0,japan,Missing value,3.0,7.0,4.0,2.0
1864,4940.0,332.0,1.0,6.0,327.0,54.0,29.0,15.0,10.0,20.0,20.0,20.0,15.0,5.0,10.0,8.0,8.0,8.0,2.0,30.0,1.0,1.0,23207.000000000004,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,60.0,10.0,10.0,10.0,5.0,5.0,1,2,1,0,0,2.0,3.0,4.0,japan,Missing value,3.0,7.0,4.0,2.0
1865,4939.0,332.0,1.0,5.0,326.0,48.0,36.0,15.0,15.0,15.0,20.0,20.0,15.0,7.0,10.0,8.0,10.0,7.27226660622722,9.0,30.0,1.0,1.0,23207.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,60.0,10.0,10.0,10.0,5.0,5.0,1,2,1,0,0,1.0,3.0,4.0,japan,Missing value,3.0,7.0,4.0,2.0
1866,4938.0,332.0,1.0,4.0,325.0,37.0,30.0,10.0,20.0,20.0,10.0,10.0,30.0,5.0,7.0,8.0,7.0,7.0,5.0,30.0,1.0,1.0,23207.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,60.0,10.0,10.0,10.0,5.0,5.0,1,2,1,0,0,3.0,3.0,4.0,japan,Missing value,3.0,7.0,4.0,2.0
1867,4937.0,332.0,1.0,3.0,324.0,4.0,23.0,40.0,10.0,15.0,20.0,10.0,5.0,1.0,10.0,10.0,6.0,5.0,1.0,30.0,1.0,1.0,23207.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,60.0,10.0,10.0,10.0,5.0,5.0,1,2,1,1,0,2.0,3.0,4.0,japan,Missing value,3.0,7.0,4.0,2.0
1868,4936.0,332.0,1.0,2.0,323.0,33.0,25.0,10.0,20.0,20.0,20.0,10.0,20.0,6.0,7.0,8.0,8.0,6.0,6.0,30.0,1.0,1.0,23207.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,60.0,10.0,10.0,10.0,5.0,5.0,1,2,1,1,1,4.0,3.0,4.0,japan,Missing value,3.0,7.0,4.0,2.0
1869,4935.0,332.0,1.0,1.0,322.0,34.0,34.0,2.0,60.0,15.0,8.0,5.0,10.0,8.0,7.0,10.0,8.0,6.4916955582664055,10.0,30.0,1.0,1.0,23207.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,7.0,60.0,10.0,10.0,10.0,5.0,5.0,1,2,1,0,1,4.0,3.0,4.0,japan,Missing value,3.0,7.0,4.0,2.0
1870,4934.0,331.0,10.0,9.0,340.0,34.514976015326404,27.446580209719663,13.12606146803764,18.66025937084101,21.427358322242693,18.66025937084101,18.213679161121348,9.912382306916292,5.0,8.0,6.0,5.0,6.0,4.0,34.0,1.0,1.0,23207.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,0,19,1,0,0,Missing value,9.0,2.0,New Jersey,Missing value,1.0,6.0,3.0,2.0
1871,4933.0,331.0,10.0,8.0,339.0,28.494454574756055,25.720098933066716,14.266336889777632,15.73366311022237,22.866831555111183,20.0,17.866831555111187,9.266336889777634,4.0,6.0,5.0,3.0,4.0,4.0,34.0,1.0,1.0,23207.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,0,19,1,0,0,Missing value,9.0,2.0,New Jersey,Missing value,1.0,6.0,3.0,2.0
1872,4932.0,331.0,10.0,7.0,338.0,43.0,27.0,10.0,20.0,25.0,20.0,20.0,5.0,6.0,5.0,7.0,5.0,7.0,6.0,34.0,1.0,1.0,23207.000000000004,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,0,19,1,0,0,6.0,9.0,2.0,New Jersey,Missing value,1.0,6.0,3.0,2.0
1873,4931.0,331.0,10.0,6.0,337.0,24.0,28.0,17.0,17.0,17.0,17.0,16.0,16.0,8.0,9.0,7.0,6.0,6.0,6.0,34.0,1.0,1.0,23207.000000000004,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,0,19,1,0,1,2.0,9.0,2.0,New Jersey,Missing value,1.0,6.0,3.0,2.0
1874,4930.0,331.0,10.0,5.0,336.0,74.0,25.0,20.0,15.0,30.0,10.0,15.0,10.0,2.0,7.0,7.0,5.0,8.0,2.0,34.0,1.0,1.0,23207.000000000004,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,0,19,1,0,0,3.0,9.0,2.0,New Jersey,Missing value,1.0,6.0,3.0,2.0
1875,4929.0,331.0,10.0,4.0,335.0,9.0,24.0,20.0,10.0,20.0,20.0,15.0,15.0,3.0,6.0,4.0,3.0,3.0,4.0,34.0,1.0,1.0,23207.000000000004,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,0,19,1,0,1,2.0,9.0,2.0,New Jersey,Missing value,1.0,6.0,3.0,2.0
1876,4928.0,331.0,10.0,3.0,334.0,-51.0,29.0,40.0,10.0,15.0,10.0,10.0,15.0,5.0,8.0,7.0,7.0,5.0,7.0,34.0,1.0,1.0,23207.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,0,19,1,0,0,4.0,9.0,2.0,New Jersey,Missing value,1.0,6.0,3.0,2.0
1877,4927.0,331.0,10.0,2.0,333.0,13.0,23.0,50.0,5.0,15.0,20.0,10.0,0.0,3.0,4.0,3.0,2.0,6.0,5.0,34.0,1.0,1.0,23206.999999999996,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,0,19,1,0,1,2.0,9.0,2.0,New Jersey,Missing value,1.0,6.0,3.0,2.0
1878,4926.0,331.0,10.0,1.0,332.0,31.0,30.0,60.0,10.0,10.0,10.0,5.0,5.0,4.0,8.0,8.0,6.0,6.0,5.0,34.0,1.0,1.0,23207.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,0,19,1,0,0,4.0,9.0,2.0,New Jersey,Missing value,1.0,6.0,3.0,2.0
1879,4925.0,330.0,9.0,9.0,340.0,-2.281933572727411,27.43050087404306,13.013506118301423,18.70849737787082,21.555993007655516,18.70849737787082,18.277996503827758,9.735509614473663,7.0,8.0,8.0,8.0,6.0,7.0,22.0,3.0,3.0,23207.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,15.0,25.0,15.0,20.0,10.0,15.0,0,17,1,0,0,Missing value,5.0,4.0,California (West Coast),Missing value,1.0,7.0,3.0,10.0
1880,4924.0,330.0,9.0,8.0,339.0,-6.67614769858928,27.372682267123825,12.608775869866777,18.881953198628526,22.018541863009396,18.881953198628526,18.509270931504698,9.099504938362077,6.0,9.0,9.0,8.0,8.0,7.0,22.0,3.0,3.0,23206.999999999996,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,15.0,25.0,15.0,20.0,10.0,15.0,0,17,1,0,0,Missing value,5.0,4.0,California (West Coast),Missing value,1.0,7.0,3.0,10.0
1881,4923.0,330.0,9.0,7.0,338.0,-35.0,27.0,10.0,20.0,25.0,20.0,20.0,5.0,7.0,7.0,8.0,7.0,9.0,6.0,22.0,3.0,3.0,23206.999999999996,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,15.0,25.0,15.0,20.0,10.0,15.0,0,17,1,0,0,6.0,5.0,4.0,California (West Coast),Missing value,1.0,7.0,3.0,10.0
1882,4922.0,330.0,9.0,6.0,337.0,41.0,28.0,17.0,17.0,17.0,17.0,16.0,16.0,10.0,7.0,8.0,8.0,8.0,6.0,22.0,3.0,3.0,23207.000000000004,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,15.0,25.0,15.0,20.0,10.0,15.0,0,17,1,0,0,2.0,5.0,4.0,California (West Coast),Missing value,1.0,7.0,3.0,10.0
1883,4921.0,330.0,9.0,5.0,336.0,7.0,25.0,20.0,15.0,30.0,10.0,15.0,10.0,6.0,3.0,7.0,6.0,9.0,1.0,22.0,3.0,3.0,23207.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,15.0,25.0,15.0,20.0,10.0,15.0,0,17,1,0,0,3.0,5.0,4.0,California (West Coast),Missing value,1.0,7.0,3.0,10.0
1884,4920.0,330.0,9.0,4.0,335.0,31.0,24.0,20.0,10.0,20.0,20.0,15.0,15.0,8.0,8.0,8.0,8.0,6.0,8.0,22.0,3.0,3.0,23207.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,15.0,25.0,15.0,20.0,10.0,15.0,0,17,1,0,0,2.0,5.0,4.0,California (West Coast),Missing value,1.0,7.0,3.0,10.0
1885,4919.0,330.0,9.0,3.0,334.0,31.0,29.0,40.0,10.0,15.0,10.0,10.0,15.0,8.0,8.0,8.0,7.0,8.0,7.0,22.0,3.0,3.0,23207.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,15.0,25.0,15.0,20.0,10.0,15.0,0,17,1,0,1,4.0,5.0,4.0,California (West Coast),Missing value,1.0,7.0,3.0,10.0
1886,4918.0,330.0,9.0,2.0,333.0,8.0,23.0,50.0,5.0,15.0,20.0,10.0,0.0,9.0,8.0,7.0,9.0,6.0,7.0,22.0,3.0,3.0,23207.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,15.0,25.0,15.0,20.0,10.0,15.0,0,17,1,1,0,2.0,5.0,4.0,California (West Coast),Missing value,1.0,7.0,3.0,10.0
1887,4917.0,330.0,9.0,1.0,332.0,11.0,30.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,7.0,8.0,6.0,6.0,6.0,22.0,3.0,3.0,23206.999999999996,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,15.0,25.0,15.0,20.0,10.0,15.0,0,17,1,0,1,4.0,5.0,4.0,California (West Coast),Missing value,1.0,7.0,3.0,10.0
1888,4916.0,329.0,8.0,9.0,340.0,58.499128926281266,27.435511970119958,13.048583790839713,18.693464089640123,21.515904239040328,18.693464089640123,18.257952119520162,9.790631671319547,5.0,8.0,7.0,4.0,5.0,4.0,29.0,1.0,1.0,23207.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,4.0,15.0,22.0,22.0,16.0,15.0,10.0,0,15,1,0,0,Missing value,9.0,2.0,"Great Neck, NY",Missing value,6.0,6.0,2.0,2.0
1889,4915.0,329.0,8.0,8.0,339.0,57.9795763054095,27.452271732083563,13.16590212458495,18.643184803749307,21.381826143331484,18.643184803749307,18.19091307166574,9.974989052919206,6.0,9.0,8.0,6.0,6.0,9.0,29.0,1.0,1.0,23207.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,4.0,15.0,22.0,22.0,16.0,15.0,10.0,0,15,1,0,0,Missing value,9.0,2.0,"Great Neck, NY",Missing value,6.0,6.0,2.0,2.0
1890,4914.0,329.0,8.0,7.0,338.0,72.0,27.0,10.0,20.0,25.0,20.0,20.0,5.0,6.0,8.0,7.0,6.0,7.0,6.0,29.0,1.0,1.0,23207.000000000004,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,4.0,15.0,22.0,22.0,16.0,15.0,10.0,0,15,1,0,0,6.0,9.0,2.0,"Great Neck, NY",Missing value,6.0,6.0,2.0,2.0
1891,4913.0,329.0,8.0,6.0,337.0,41.0,28.0,17.0,17.0,17.0,17.0,16.0,16.0,7.0,9.0,8.0,6.0,6.0,6.0,29.0,1.0,1.0,23207.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,4.0,15.0,22.0,22.0,16.0,15.0,10.0,0,15,1,0,1,2.0,9.0,2.0,"Great Neck, NY",Missing value,6.0,6.0,2.0,2.0
1892,4912.0,329.0,8.0,5.0,336.0,73.0,25.0,20.0,15.0,30.0,10.0,15.0,10.0,2.0,2.0,5.0,1.0,7.0,1.0,29.0,1.0,1.0,23207.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,4.0,15.0,22.0,22.0,16.0,15.0,10.0,0,15,1,0,0,3.0,9.0,2.0,"Great Neck, NY",Missing value,6.0,6.0,2.0,2.0
