,iid_pid,gender,condtn,samerace,race_o,field_cd,race,goal,date,go_out,career_c,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
388,7193,0,2,0,2,11.0,3,1,5,3,11.0,3.0,24.0,20.0,20.0,20.0,20.0,10.0,10.0,5.053042628285756,8.166006312463697,8.55402210128526,7.831033151927891,7.777990523642133,4.665026839464194,26.0,5.0,2.0,72412.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
389,7194,0,2,0,2,11.0,3,1,5,3,11.0,-28.0,30.0,35.0,10.0,20.0,25.0,5.0,5.0,6.0,5.0,4.0,3.0,6.0,6.0,26.0,5.0,2.0,57472.650286944765,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
390,7195,0,2,0,2,11.0,3,1,5,3,11.0,28.0,30.0,25.0,20.0,20.0,20.0,0.0,15.0,3.0,6.0,7.0,6.0,3.0,1.0,26.0,5.0,2.0,63846.968790591316,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
391,7196,0,2,0,2,11.0,3,1,5,3,11.0,-2.0,30.0,40.0,10.0,20.0,10.0,0.0,20.0,1.0,9.0,3.0,6.0,2.0,1.0,26.0,5.0,2.0,52627.417249234786,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
392,7197,0,2,0,2,11.0,3,1,5,3,11.0,38.0,28.0,20.0,20.0,20.0,20.0,0.0,20.0,2.0,7.0,7.0,8.0,7.0,6.0,26.0,5.0,2.0,60348.41227946293,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
393,7198,0,2,0,2,11.0,3,1,5,3,11.0,73.0,30.0,30.0,3.0,30.0,30.0,3.0,4.0,4.0,5.0,6.0,6.0,4.0,4.0,26.0,5.0,2.0,58028.169651378215,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
394,7199,0,2,0,1,11.0,3,1,5,3,11.0,41.0,27.0,40.0,20.0,20.0,20.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,26.0,5.0,2.0,53044.22787391337,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
395,7200,0,2,0,2,11.0,3,1,5,3,11.0,64.0,25.0,70.0,0.0,15.0,15.0,0.0,0.0,3.0,5.0,5.0,5.0,7.7470724099368615,6.630541415918397,26.0,5.0,2.0,59192.05570166369,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,6.0,10.0,10.0,30.0,20.0,10.0,15.0
396,7201,0,2,0,4,11.0,6,1,4,3,11.0,18.0,25.0,15.0,30.0,20.0,20.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
397,7202,0,2,0,4,11.0,6,1,4,3,11.0,-16.0,26.0,25.0,20.0,20.0,20.0,5.0,10.0,7.0,6.0,7.0,6.0,5.0,5.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
398,7203,0,2,0,2,11.0,6,1,4,3,11.0,34.0,26.0,25.0,25.0,25.0,13.0,12.0,0.0,6.0,8.0,8.0,7.0,7.0,4.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
399,7204,0,2,1,6,11.0,6,1,4,3,11.0,38.0,24.0,30.0,30.0,30.0,5.0,2.0,3.0,5.0,6.0,5.0,7.0,5.0,6.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
400,7205,0,2,0,2,11.0,6,1,4,3,11.0,35.0,23.0,23.0,14.0,19.0,16.0,10.0,18.0,5.0,7.0,6.0,6.0,7.0,4.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
401,7206,0,2,0,2,11.0,6,1,4,3,11.0,56.0,29.0,30.0,20.0,20.0,20.0,10.0,0.0,7.0,7.0,8.0,4.0,7.0,7.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
402,7207,0,2,0,4,11.0,6,1,4,3,11.0,62.0,22.0,20.0,5.0,25.0,25.0,5.0,20.0,5.0,7.0,7.0,7.0,4.0,2.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
403,7208,0,2,0,2,11.0,6,1,4,3,11.0,-3.0,32.0,50.0,0.0,10.0,30.0,0.0,10.0,4.0,4.0,5.0,3.0,4.0,3.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
404,7209,0,2,0,2,11.0,6,1,4,3,11.0,13.0,22.0,30.0,10.0,20.0,15.0,15.0,10.0,5.0,7.0,8.0,8.0,8.0,5.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
405,7210,0,2,0,2,11.0,6,1,4,3,11.0,34.0,24.0,20.0,15.0,20.0,20.0,15.0,10.0,5.0,5.0,6.0,3.0,5.0,2.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
406,7211,0,2,0,4,11.0,6,1,4,3,11.0,2.0,23.0,40.0,30.0,0.0,20.0,0.0,10.0,4.0,9.0,8.0,6.0,7.0,5.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
407,7212,0,2,0,4,11.0,6,1,4,3,11.0,36.0,23.0,25.0,15.0,20.0,20.0,10.0,10.0,1.0,7.0,6.0,5.0,2.0,2.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
408,7213,0,2,0,4,11.0,6,1,4,3,11.0,13.0,24.0,20.0,16.0,16.0,17.0,16.0,15.0,6.0,8.0,8.0,7.0,8.0,5.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
409,7214,0,2,0,4,11.0,6,1,4,3,11.0,17.0,23.0,15.0,25.0,20.0,10.0,10.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
410,7215,0,2,0,2,11.0,6,1,4,3,11.0,6.0,24.0,20.0,20.0,20.0,20.0,10.0,10.0,5.412986616599077,6.822046546575821,7.113589894965117,6.700603278366041,7.113589894965117,3.81811985995349,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
411,7216,0,2,0,2,11.0,6,1,4,3,11.0,5.0,30.0,35.0,10.0,20.0,25.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
412,7217,0,2,0,2,11.0,6,1,4,3,11.0,32.0,30.0,25.0,20.0,20.0,20.0,0.0,15.0,6.0,6.0,5.0,4.0,3.0,1.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
413,7218,0,2,0,2,11.0,6,1,4,3,11.0,9.0,30.0,40.0,10.0,20.0,10.0,0.0,20.0,2.0,5.0,5.0,3.0,2.0,1.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
414,7219,0,2,0,2,11.0,6,1,4,3,11.0,45.0,28.0,20.0,20.0,20.0,20.0,0.0,20.0,5.0,7.0,7.0,7.0,8.0,6.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
415,7220,0,2,0,2,11.0,6,1,4,3,11.0,49.0,30.0,30.0,3.0,30.0,30.0,3.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
416,7221,0,2,0,1,11.0,6,1,4,3,11.0,29.0,27.0,40.0,20.0,20.0,20.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
417,7222,0,2,0,2,11.0,6,1,4,3,11.0,71.0,25.0,70.0,0.0,15.0,15.0,0.0,0.0,4.0,6.0,8.0,4.0,4.0,6.994447279134342,24.0,5.0,5.0,32386.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,1.0,50.0,20.0,10.0,5.0,10.0,5.0
418,7223,0,2,0,4,11.0,3,2,6,1,11.0,34.0,25.0,15.0,30.0,20.0,20.0,10.0,5.0,5.0,10.0,10.0,5.0,5.0,1.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,9.746880785294275
419,7224,0,2,0,4,11.0,3,2,6,1,11.0,12.0,26.0,25.0,20.0,20.0,20.0,5.0,10.0,4.0,7.0,7.0,7.0,6.0,6.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,5.0
420,7225,0,2,0,2,11.0,3,2,6,1,11.0,18.0,26.0,25.0,25.0,25.0,13.0,12.0,0.0,6.0,8.0,7.0,8.0,6.077732606707808,4.967746318705761,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,4.999999999999999
421,7226,0,2,0,6,11.0,3,2,6,1,11.0,11.0,24.0,30.0,30.0,30.0,5.0,2.0,3.0,7.0,6.0,7.0,6.0,7.0,7.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,10.928706735872536
422,7227,0,2,0,2,11.0,3,2,6,1,11.0,-43.0,23.0,23.0,14.0,19.0,16.0,10.0,18.0,6.0,8.0,7.0,6.0,8.0,5.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,9.659749155048754
423,7228,0,2,0,2,11.0,3,2,6,1,11.0,-54.0,29.0,30.0,20.0,20.0,20.0,10.0,0.0,6.0,8.0,7.0,6.0,7.0,4.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,8.429363143141932
424,7229,0,2,0,4,11.0,3,2,6,1,11.0,-58.0,22.0,20.0,5.0,25.0,25.0,5.0,20.0,5.628829133639025,6.6001866898202435,7.0,6.3287357887289035,7.628829133639026,6.44224838781183,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,3.3147506847045864
425,7230,0,2,0,2,11.0,3,2,6,1,11.0,-15.0,32.0,50.0,0.0,10.0,30.0,0.0,10.0,5.362089420345299,7.025348850319956,6.663259429974659,7.330607543979727,6.054786384670323,4.473706531701149,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,7.99028379329974
426,7231,0,2,0,2,11.0,3,2,6,1,11.0,-24.0,22.0,30.0,10.0,20.0,15.0,15.0,10.0,4.0,6.0,6.0,10.0,9.0,7.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,8.318110878408573
427,7232,0,2,0,2,11.0,3,2,6,1,11.0,1.0,24.0,20.0,15.0,20.0,20.0,15.0,10.0,6.0,7.0,7.0,6.0,5.0,2.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,5.0
428,7233,0,2,0,4,11.0,3,2,6,1,11.0,8.0,23.0,40.0,30.0,0.0,20.0,0.0,10.0,4.0,8.0,8.0,10.0,7.0,10.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,9.12248217737283
429,7234,0,2,0,4,11.0,3,2,6,1,11.0,-59.0,23.0,25.0,15.0,20.0,20.0,10.0,10.0,5.0,6.0,7.0,6.0,7.0,8.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,3.42830019182376
430,7235,0,2,0,4,11.0,3,2,6,1,11.0,-9.0,24.0,20.0,16.0,16.0,17.0,16.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,5.0
431,7236,0,2,0,4,11.0,3,2,6,1,11.0,-21.0,23.0,15.0,25.0,20.0,10.0,10.0,20.0,6.0,6.0,7.0,8.0,7.0,5.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,3.2997173318303026
432,7237,0,2,0,2,11.0,3,2,6,1,11.0,1.0,24.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,9.0,8.0,10.0,6.0,5.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,5.0
433,7238,0,2,0,2,11.0,3,2,6,1,11.0,3.0,30.0,35.0,10.0,20.0,25.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,5.0
434,7239,0,2,0,2,11.0,3,2,6,1,11.0,-45.0,30.0,25.0,20.0,20.0,20.0,0.0,15.0,5.0,7.0,7.0,9.0,6.0,3.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,8.349079595532586
435,7240,0,2,0,2,11.0,3,2,6,1,11.0,4.0,30.0,40.0,10.0,20.0,10.0,0.0,20.0,5.0,5.0,5.0,6.0,4.0,1.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,10.237661755225517
436,7241,0,2,0,2,11.0,3,2,6,1,11.0,-51.0,28.0,20.0,20.0,20.0,20.0,0.0,20.0,6.0,6.0,7.0,7.0,8.0,6.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,8.168858552095873
437,7242,0,2,0,2,11.0,3,2,6,1,11.0,-59.0,30.0,30.0,3.0,30.0,30.0,3.0,4.0,5.0,6.0,4.0,6.0,4.0,5.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,1.3377255867528535
438,7243,0,2,0,1,11.0,3,2,6,1,11.0,-55.0,27.0,40.0,20.0,20.0,20.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,1.3332722167012674
439,7244,0,2,0,2,11.0,3,2,6,1,11.0,-46.0,25.0,70.0,0.0,15.0,15.0,0.0,0.0,4.0,7.0,8.0,8.0,8.0,6.67943621055941,29.0,8.0,7.0,15863.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,40.0,10.0,30.0,10.0,10.0,21.70468109169206
440,7245,0,2,1,4,5.0,4,2,4,1,5.0,42.0,25.0,15.0,30.0,20.0,20.0,10.0,5.0,5.0,10.0,10.0,5.0,10.0,8.0,22.0,4.0,1.0,50630.400692302595,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
441,7246,0,2,1,4,5.0,4,2,4,1,5.0,-15.0,26.0,25.0,20.0,20.0,20.0,5.0,10.0,6.0,8.0,9.0,8.0,8.0,8.0,22.0,4.0,1.0,50600.147254884236,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
442,7247,0,2,0,2,5.0,4,2,4,1,5.0,78.0,26.0,25.0,25.0,25.0,13.0,12.0,0.0,4.0,10.0,9.0,7.0,6.0,4.0,22.0,4.0,1.0,36656.528272181975,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
443,7248,0,2,0,6,5.0,4,2,4,1,5.0,43.0,24.0,30.0,30.0,30.0,5.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,22.0,4.0,1.0,28885.715399837776,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
444,7249,0,2,0,2,5.0,4,2,4,1,5.0,23.0,23.0,23.0,14.0,19.0,16.0,10.0,18.0,4.0,7.700605841808263,7.401211683616526,3.8596884417281254,6.337888191038822,3.197576632766948,22.0,4.0,1.0,56099.0289917762,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
445,7250,0,2,0,2,5.0,4,2,4,1,5.0,27.0,29.0,30.0,20.0,20.0,20.0,10.0,0.0,6.0,9.0,9.0,6.0,8.0,7.0,22.0,4.0,1.0,34214.2829285463,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
446,7251,0,2,1,4,5.0,4,2,4,1,5.0,22.0,22.0,20.0,5.0,25.0,25.0,5.0,20.0,4.0,8.0,8.0,4.0,5.0,2.0,22.0,4.0,1.0,32847.16212272088,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
447,7252,0,2,0,2,5.0,4,2,4,1,5.0,27.0,32.0,50.0,0.0,10.0,30.0,0.0,10.0,3.0,8.0,6.0,5.0,5.0,4.0,22.0,4.0,1.0,50328.617286208646,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
448,7253,0,2,0,2,5.0,4,2,4,1,5.0,9.0,22.0,30.0,10.0,20.0,15.0,15.0,10.0,7.0,8.0,9.0,8.0,7.0,5.0,22.0,4.0,1.0,62769.16417625346,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
449,7254,0,2,0,2,5.0,4,2,4,1,5.0,48.0,24.0,20.0,15.0,20.0,20.0,15.0,10.0,4.0,5.0,5.0,4.0,3.0,2.0,22.0,4.0,1.0,54045.06626190909,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
450,7255,0,2,1,4,5.0,4,2,4,1,5.0,-14.0,23.0,40.0,30.0,0.0,20.0,0.0,10.0,3.0,8.0,8.0,7.0,8.0,8.0,22.0,4.0,1.0,56601.011655805596,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
451,7256,0,2,1,4,5.0,4,2,4,1,5.0,0.0,23.0,25.0,15.0,20.0,20.0,10.0,10.0,1.0,6.0,5.0,4.0,3.0,5.0,22.0,4.0,1.0,33068.405582647654,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
452,7257,0,2,1,4,5.0,4,2,4,1,5.0,-24.0,24.0,20.0,16.0,16.0,17.0,16.0,15.0,3.0,8.0,8.0,8.0,8.0,3.0,22.0,4.0,1.0,36758.224196116,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
453,7258,0,2,1,4,5.0,4,2,4,1,5.0,12.0,23.0,15.0,25.0,20.0,10.0,10.0,20.0,6.0,6.0,6.0,6.0,6.0,6.0,22.0,4.0,1.0,48999.39046760481,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
454,7259,0,2,0,2,5.0,4,2,4,1,5.0,31.0,24.0,20.0,20.0,20.0,20.0,10.0,10.0,4.0,8.0,8.0,2.0,7.0,2.0,22.0,4.0,1.0,34765.923182414255,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
