,iid_pid,iid,id,round,order,partner,pid,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,gender,idg,condtn,wave,position,positin1,match,samerace,race_o,dec_o,field,race,from,zipcode,goal,date,go_out,career
1665,5139.0,347.0,7.0,18.0,13.0,7.0,367.0,34.0,27.0,30.0,15.0,20.0,25.0,5.0,5.0,1.4942151640644183,4.0,2.9884303281288367,1.9884303281288371,2.0,1.0,26.0,1.0,1.0,19264.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,13.0,30.0,5.0,10.0,20.0,30.0,5.0,0,13,2,14,14,14.0,0,0,2.0,1,EDUCATION,1.0,"WASHINGTON, D.C.","20,001",5.0,6.0,1.0,GOVERNOR
1666,5138.0,347.0,7.0,18.0,2.0,6.0,366.0,21.0,27.0,14.0,18.0,17.0,16.0,15.0,20.0,2.0,6.0,7.0,5.0,6.0,4.0,26.0,1.0,1.0,19264.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,13.0,30.0,5.0,10.0,20.0,30.0,5.0,0,13,2,14,14,14.0,0,0,2.0,0,EDUCATION,1.0,"WASHINGTON, D.C.","20,001",5.0,6.0,1.0,GOVERNOR
1667,5137.0,347.0,7.0,18.0,17.0,5.0,365.0,16.0,30.0,3158.0,1053.0,1579.0,2105.0,1053.0,1053.0,4.0,8.0,8.0,4.0,3.0,3.0,26.0,1.0,1.0,19264.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,16.494667847245047,30.0,5.0,10.0,20.0,30.0,5.0,0,13,2,14,14,14.0,0,0,2.0,0,EDUCATION,1.0,"WASHINGTON, D.C.","20,001",5.0,6.0,1.0,GOVERNOR
1668,5136.0,347.0,7.0,18.0,3.0,4.0,364.0,9.0,27.0,25.0,25.0,25.0,15.0,10.0,0.0,3.0,8.0,6.0,5.0,8.0,5.0,26.0,1.0,1.0,19264.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,13.0,30.0,5.0,10.0,20.0,30.0,5.0,0,13,2,14,14,14.0,0,0,3.0,0,EDUCATION,1.0,"WASHINGTON, D.C.","20,001",5.0,6.0,1.0,GOVERNOR
1669,5135.0,347.0,7.0,18.0,1.0,3.0,363.0,51.0,23.0,25.0,20.0,20.0,20.0,5.0,10.0,2.0,4.0,4.0,3.0,2.0,1.0,26.0,1.0,1.0,19264.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,13.0,30.0,5.0,10.0,20.0,30.0,5.0,0,13,2,14,14,14.0,0,0,4.0,0,EDUCATION,1.0,"WASHINGTON, D.C.","20,001",5.0,6.0,1.0,GOVERNOR
1670,5134.0,347.0,7.0,18.0,4.0,2.0,362.0,48.0,30.0,2051.0,1453.0,2479.0,1709.0,598.0,1709.0,8.0,8.0,7.297664771070495,7.0,7.0,7.702335228929505,26.0,1.0,1.0,19264.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,16.494884615354607,30.0,5.0,10.0,20.0,30.0,5.0,0,13,2,14,14,14.0,0,0,2.0,0,EDUCATION,1.0,"WASHINGTON, D.C.","20,001",5.0,6.0,1.0,GOVERNOR
1671,5133.0,347.0,7.0,18.0,10.0,1.0,361.0,8.0,34.0,30.0,20.0,30.0,5.0,5.0,10.0,4.0,9.0,7.0,4.0,3.0,1.0,26.0,1.0,1.0,19264.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,8.0,2.0,5.0,3.0,8.0,1.0,7.0,10.0,1.0,5.0,13.0,30.0,5.0,10.0,20.0,30.0,5.0,0,13,2,14,14,14.0,0,0,2.0,0,EDUCATION,1.0,"WASHINGTON, D.C.","20,001",5.0,6.0,1.0,GOVERNOR
1672,5132.0,346.0,6.0,18.0,3.0,18.0,378.0,40.830900532284986,29.0,25.0,15.0,20.0,20.0,10.0,10.0,8.0,9.0,7.0,7.0,6.0,8.0,24.98211348474135,4.053659545775944,3.5447162881466205,22387.384772071156,3.0357730305172956,1.0,6.071546061034591,7.964226969482705,4.017886515258648,4.017886515258648,2.0178865152586476,2.5268297728879716,8.0,5.562602803405268,5.508943257629324,5.035773030517295,7.4910567423706755,4.562602803405269,8.017886515258647,7.964226969482705,5.071546061034592,5.508943257629324,0.0,19.821134847413514,12.634148864439858,18.652035379698507,21.52682977288797,22.365851135560135,5.0,0,11,2,14,10,10.0,1,0,2.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1673,5131.0,346.0,6.0,18.0,2.0,17.0,377.0,13.142066525058178,26.0,25.0,20.0,10.0,20.0,15.0,10.0,9.0,9.0,9.0,9.0,7.0,7.0,24.96887535000506,4.093373949984824,3.5778116249873535,22428.005988509478,3.0622492999898827,1.0,6.124498599979765,7.937750700010119,4.031124649994942,4.031124649994942,2.0311246499949416,2.546686974992412,8.0,5.608936274982295,5.515562324997471,5.062249299989882,7.48443767500253,4.608936274982295,8.031124649994942,7.937750700010119,5.124498599979765,5.515562324997471,0.0,19.688753500050588,12.73343487496206,18.764559524957,21.54668697499241,22.266565125037943,5.0,0,11,2,14,10,10.0,0,0,4.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1674,5130.0,346.0,6.0,18.0,13.0,16.0,376.0,57.44415346476116,25.0,30.0,10.0,15.0,20.0,15.0,10.0,8.0,9.0,7.0,7.0,7.0,8.0,25.037231023492566,3.888306929522312,3.406922441268594,22218.256604413073,2.925537953014875,1.0,5.85107590602975,8.074462046985126,3.962768976507437,3.962768976507437,1.9627689765074374,2.4441534647611562,8.0,5.36969141777603,5.4813844882537195,4.925537953014875,7.518615511746282,4.369691417776031,7.962768976507437,8.074462046985126,4.85107590602975,5.4813844882537195,0.0,20.372310234925628,12.22076732380578,18.183536300313218,21.444153464761158,22.779232676194223,5.0,0,11,2,14,10,10.0,0,0,4.0,0,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1675,5129.0,346.0,6.0,18.0,11.0,15.0,375.0,30.018954256463005,27.0,30.0,20.0,15.0,15.0,8.0,12.0,5.0,6.0,7.0,6.0,7.0,7.0,23.999999999999996,7.0,5.999999999999999,25400.999999999996,5.0,1.0,10.0,5.999999999999999,5.0,5.0,2.9999999999999996,4.0,8.0,8.999999999999998,5.999999999999999,7.0,7.0,8.0,8.999999999999998,5.999999999999999,8.999999999999998,5.999999999999999,0.0,10.0,20.0,26.999999999999996,22.999999999999996,15.0,5.0,0,11,2,14,10,10.0,0,0,2.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1676,5128.0,346.0,6.0,18.0,15.0,14.0,374.0,-10.756472847033475,30.0,50.0,10.0,10.0,10.0,5.0,15.0,5.0,5.0,6.0,5.0,5.0,5.0,25.999999999999996,1.0,1.0,19264.0,1.0,1.0,2.0,10.0,2.9999999999999996,2.9999999999999996,1.0,1.0,8.0,2.0,5.0,2.9999999999999996,8.0,1.0,6.999999999999999,10.0,1.0,5.0,0.0,29.999999999999993,5.0,10.0,20.0,29.999999999999993,5.0,0,11,2,14,10,10.0,0,0,4.0,0,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1677,5127.0,346.0,6.0,18.0,5.0,13.0,373.0,40.79469750709844,29.0,75.0,5.0,5.0,10.0,0.0,5.0,8.0,8.0,9.0,6.0,8.0,9.0,24.91580071225758,4.252597863227243,3.710498219356036,22590.8655144376,3.1683985754848285,1.0,6.336797150969657,7.831601424515171,4.084199287742414,4.084199287742414,2.0841992877424143,2.626298931613621,8.0,5.7946975070984506,5.542099643871207,5.1683985754848285,7.457900356128793,4.79469750709845,8.084199287742415,7.831601424515171,5.336797150969658,5.542099643871207,0.0,19.158007122575853,13.131494658068107,19.215693945810518,21.62629893161362,21.86850534193189,4.999999999999999,0,11,2,14,10,10.0,1,0,3.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1678,5126.0,346.0,6.0,18.0,4.0,12.0,372.0,20.410283831271492,27.0,30.0,15.0,15.0,20.0,5.0,15.0,9.0,9.0,8.0,8.0,8.0,7.0,23.999999999999996,7.0,5.999999999999999,25400.999999999996,5.0,1.0,10.0,5.999999999999999,5.0,5.0,2.9999999999999996,4.0,8.0,8.999999999999998,5.999999999999999,7.0,7.0,8.0,8.999999999999998,5.999999999999999,8.999999999999998,5.999999999999999,0.0,10.0,20.0,26.999999999999996,22.999999999999996,14.999999999999998,5.0,0,11,2,14,10,10.0,1,0,2.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1679,5125.0,346.0,6.0,18.0,9.0,11.0,371.0,-3.726554234379096,27.0,40.0,0.0,10.0,50.0,0.0,0.0,9.0,7.0,4.0,5.0,5.0,5.0,24.989872379051075,4.030382862846767,3.5253190523723053,22363.576604881768,3.0202552418978446,1.0,6.040510483795689,7.9797447581021554,4.010127620948921,4.010127620948921,2.0101276209489223,2.5151914314233834,8.0,5.535446673321227,5.505063810474461,5.0202552418978446,7.494936189525538,4.5354466733212275,8.010127620948923,7.9797447581021554,5.040510483795688,5.505063810474461,0.0,19.898723790510775,12.575957157116916,18.586084778065835,21.51519143142338,22.424042842883082,5.0,0,11,2,14,10,10.0,0,0,2.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1680,5124.0,346.0,6.0,18.0,6.0,10.0,370.0,7.907654463040266,28.0,50.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,9.0,10.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,0.0,10.0,20.0,27.000000000000004,23.000000000000004,15.0,5.0,0,11,2,14,10,10.0,1,0,2.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1681,5123.0,346.0,6.0,18.0,12.0,9.0,369.0,-6.597309059341464,25.0,17.0,18.0,28.0,27.0,5.0,5.0,10.0,8.0,10.0,9.0,10.0,7.0,24.921505135594913,4.235484593215271,3.6962371610127254,22573.361491427022,3.15698972881018,1.0,6.31397945762036,7.8430102711898195,4.078494864405091,4.078494864405091,2.0784948644050902,2.617742296607635,8.0,5.774732025417816,5.5392474322025445,5.1569897288101805,7.4607525677974555,4.774732025417816,8.078494864405089,7.8430102711898195,5.313979457620361,5.5392474322025445,0.0,19.2150513559491,13.088711483038175,19.167206347443265,21.617742296607634,21.911288516961825,5.0,0,11,2,14,10,10.0,0,0,2.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1682,5122.0,346.0,6.0,18.0,8.0,8.0,368.0,45.0649230883324,24.0,20.0,10.0,25.0,20.0,10.0,15.0,9.0,8.0,8.0,8.0,7.0,8.0,24.000000000000004,7.0,6.000000000000001,25401.000000000004,5.0,1.0,10.0,6.000000000000001,5.0,5.0,3.0000000000000004,4.0,8.0,9.0,6.000000000000001,7.0,7.0,8.0,9.0,6.000000000000001,9.0,6.000000000000001,0.0,10.0,20.0,27.000000000000004,23.000000000000004,15.0,5.0,0,11,2,14,10,10.0,0,0,6.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1683,5121.0,346.0,6.0,18.0,10.0,7.0,367.0,6.720722261510603,27.0,30.0,15.0,20.0,25.0,5.0,5.0,9.0,7.0,8.0,8.0,8.0,8.0,24.000000000000004,7.0,6.000000000000001,25401.000000000004,5.0,1.0,10.0,6.000000000000001,5.0,5.0,3.0000000000000004,4.0,8.0,9.000000000000002,6.000000000000001,7.0,7.0,8.0,9.000000000000002,6.000000000000001,9.000000000000002,6.000000000000001,0.0,10.0,20.0,27.000000000000004,23.0,15.0,5.0,0,11,2,14,10,10.0,1,0,2.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1684,5120.0,346.0,6.0,18.0,17.0,6.0,366.0,25.559857746068516,27.0,14.0,18.0,17.0,16.0,15.0,20.0,10.0,8.0,8.0,9.0,8.0,8.0,24.0,7.000000000000001,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.000000000000001,7.000000000000001,8.0,9.0,6.0,9.0,6.0,0.0,10.0,20.0,27.000000000000004,23.0,15.000000000000002,5.0,0,11,2,14,10,10.0,1,0,2.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1685,5119.0,346.0,6.0,18.0,14.0,5.0,365.0,17.389401995086224,30.0,3158.0,1053.0,1579.0,2105.0,1053.0,1053.0,9.0,7.0,9.0,9.0,9.0,8.0,25.073732003275854,3.7788039901724444,3.3156699918103705,22106.253347948048,2.852535993448296,1.0,5.705071986896592,8.147464006551704,3.9262679967241483,3.9262679967241483,1.9262679967241483,2.3894019950862226,8.0,5.241937988534518,5.463133998362074,4.8525359934482974,7.536866001637926,4.241937988534518,7.926267996724149,8.147464006551704,4.705071986896593,5.463133998362074,1.4994578090859023,20.73732003275852,11.947009975431111,17.87327797215526,21.389401995086224,23.052990024568892,4.999999999999999,0,11,2,14,10,10.0,0,0,2.0,0,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1686,5118.0,346.0,6.0,18.0,18.0,4.0,364.0,11.14823200999835,27.0,25.0,25.0,25.0,15.0,10.0,0.0,8.0,8.0,10.0,6.0,10.0,8.0,23.999999999999996,7.0,5.999999999999999,25401.0,5.0,1.0,10.0,5.999999999999999,5.0,5.0,2.9999999999999996,4.0,8.0,9.0,5.999999999999999,7.0,7.0,8.0,9.0,5.999999999999999,9.0,5.999999999999999,0.0,10.0,20.0,27.0,23.0,14.999999999999998,5.0,0,11,2,14,10,10.0,0,0,3.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1687,5117.0,346.0,6.0,18.0,16.0,3.0,363.0,7.439013524218189,23.0,25.0,20.0,20.0,20.0,5.0,10.0,7.0,7.0,8.0,7.0,7.0,8.0,24.000000000000004,7.000000000000001,6.000000000000001,25401.000000000004,5.000000000000001,1.0,10.000000000000002,6.000000000000001,5.000000000000001,5.000000000000001,3.0000000000000004,4.0,8.0,9.000000000000002,6.000000000000001,7.000000000000001,7.000000000000001,8.0,9.000000000000002,6.000000000000001,9.000000000000002,6.000000000000001,0.0,10.000000000000002,20.000000000000004,27.000000000000004,23.0,15.0,5.000000000000001,0,11,2,14,10,10.0,0,0,4.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1688,5116.0,346.0,6.0,18.0,1.0,2.0,362.0,25.972064422570316,30.0,2051.0,1453.0,2479.0,1709.0,598.0,1709.0,8.0,8.0,7.0,7.0,7.0,8.0,24.925466557198554,4.223600328404343,3.68633360700362,22561.20586923624,3.149066885602896,1.0,6.298133771205792,7.850933114397105,4.074533442801448,4.074533442801448,2.074533442801448,2.611800164202172,8.0,5.760867049805068,5.537266721400725,5.149066885602895,7.462733278599276,4.760867049805068,8.074533442801448,7.850933114397105,5.298133771205792,5.537266721400725,1.4994585705368955,19.25466557198552,13.059000821010859,19.133534263812308,21.611800164202172,21.94099917898914,5.000000000000001,0,11,2,14,10,10.0,0,0,2.0,1,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1689,5115.0,346.0,6.0,18.0,7.0,1.0,361.0,24.035367638184567,34.0,30.0,20.0,30.0,5.0,5.0,10.0,10.0,9.0,7.0,8.0,8.0,7.0,25.02815953707972,3.9155213887608307,3.429601157300693,22246.092460470867,2.943680925840554,1.0,5.887361851681108,8.056319074159445,3.971840462920277,3.971840462920277,1.971840462920277,2.457760694380416,8.0,5.401441620220969,5.485920231460137,4.943680925840554,7.51407976853986,4.40144162022097,7.971840462920277,8.056319074159445,4.887361851681108,5.485920231460137,0.0,20.281595370797227,12.288803471902078,18.260643934822355,21.457760694380415,22.71119652809792,5.0,0,11,2,14,10,10.0,0,0,2.0,0,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value,Missing value
1690,5114.0,345.0,5.0,18.0,8.0,18.0,378.0,59.0,29.0,25.0,15.0,20.0,20.0,10.0,10.0,7.0,8.0,7.0,8.0,7.0,5.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,12.999999999999998,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,1,2.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1691,5113.0,345.0,5.0,18.0,7.0,17.0,377.0,2.0,26.0,25.0,20.0,10.0,20.0,15.0,10.0,5.0,8.0,9.0,8.0,9.0,5.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,13.000000000000002,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,0,4.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1692,5112.0,345.0,5.0,18.0,18.0,16.0,376.0,2.0,25.0,30.0,10.0,15.0,20.0,15.0,10.0,3.907825623841158,7.4539128119205795,7.361738435761738,6.361738435761738,6.269564059602895,3.907825623841158,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,13.0,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,0,4.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1693,5111.0,345.0,5.0,18.0,16.0,15.0,375.0,1.0,27.0,30.0,20.0,15.0,15.0,8.0,12.0,3.0,7.0,6.0,5.0,4.0,3.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,13.000000000000002,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,1,2.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1694,5110.0,345.0,5.0,18.0,2.0,14.0,374.0,-4.0,30.0,50.0,10.0,10.0,10.0,5.0,15.0,6.0,5.0,6.0,4.0,4.0,5.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,12.999999999999998,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,0,4.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1695,5109.0,345.0,5.0,18.0,10.0,13.0,373.0,44.0,29.0,75.0,5.0,5.0,10.0,0.0,5.0,7.0,8.0,9.0,10.0,6.0,6.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,12.999999999999998,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,0,3.0,1,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1696,5108.0,345.0,5.0,18.0,9.0,12.0,372.0,-19.0,27.0,30.0,15.0,15.0,20.0,5.0,15.0,7.0,7.0,6.0,7.0,8.0,7.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,13.000000000000002,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,1,2.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1697,5107.0,345.0,5.0,18.0,14.0,11.0,371.0,23.0,27.0,40.0,0.0,10.0,50.0,0.0,0.0,4.0,8.0,7.0,4.0,5.0,5.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,13.000000000000002,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,1,2.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1698,5106.0,345.0,5.0,18.0,11.0,10.0,370.0,19.0,28.0,50.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,8.0,10.0,7.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,12.999999999999998,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,1,2.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1699,5105.0,345.0,5.0,18.0,17.0,9.0,369.0,4.0,25.0,17.0,18.0,28.0,27.0,5.0,5.0,10.0,8.0,10.0,8.0,8.0,8.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,13.0,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,1,1,2.0,1,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1700,5104.0,345.0,5.0,18.0,13.0,8.0,368.0,32.0,24.0,20.0,10.0,25.0,20.0,10.0,15.0,7.0,8.0,8.0,8.0,7.0,7.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,13.000000000000002,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,1,0,6.0,1,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1701,5103.0,345.0,5.0,18.0,15.0,7.0,367.0,32.0,27.0,30.0,15.0,20.0,25.0,5.0,5.0,7.0,7.0,7.0,8.0,6.0,5.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,12.999999999999998,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,1,2.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1702,5102.0,345.0,5.0,18.0,4.0,6.0,366.0,19.0,27.0,14.0,18.0,17.0,16.0,15.0,20.0,6.0,6.0,6.0,5.0,5.0,5.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,13.0,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,1,1,2.0,1,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1703,5101.0,345.0,5.0,18.0,1.0,5.0,365.0,19.0,30.0,3158.0,1053.0,1579.0,2105.0,1053.0,1053.0,3.0,8.0,6.0,6.0,5.0,2.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,16.494754399938493,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,1,2.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1704,5100.0,345.0,5.0,18.0,5.0,4.0,364.0,18.0,27.0,25.0,25.0,25.0,15.0,10.0,0.0,7.0,9.0,9.0,9.0,9.0,7.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,13.0,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,1,0,3.0,1,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1705,5099.0,345.0,5.0,18.0,3.0,3.0,363.0,45.0,23.0,25.0,20.0,20.0,20.0,5.0,10.0,5.0,8.0,7.0,7.0,6.0,7.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,13.0,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,0,4.0,1,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1706,5098.0,345.0,5.0,18.0,6.0,2.0,362.0,7.0,30.0,2051.0,1453.0,2479.0,1709.0,598.0,1709.0,7.0,7.0,8.0,7.0,7.0,7.0,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,16.49466491768242,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,1,2.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1707,5097.0,345.0,5.0,18.0,12.0,1.0,361.0,41.0,34.0,30.0,20.0,30.0,5.0,5.0,10.0,5.920710147746745,7.539644926126628,7.000000000000001,7.460355073873373,6.000000000000001,6.079289852253255,24.0,7.0,6.0,25401.0,5.0,1.0,10.0,6.0,5.0,5.0,3.0,4.0,8.0,9.0,6.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,13.0,10.0,20.0,27.0,23.0,15.0,5.0,0,9,2,14,17,17.0,0,1,2.0,0,Nutrition,2.0,Brooklyn,"11,235",2.0,7.0,4.0,Nutritionist
1708,5096.0,344.0,4.0,18.0,2.0,18.0,378.0,44.0,29.0,25.0,15.0,20.0,20.0,10.0,10.0,7.0,8.0,6.0,7.0,7.0,6.0,26.0,1.0,3.0,28759.0,9.0,7.0,5.0,6.0,7.0,6.0,4.0,3.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,13.000000000000002,15.0,15.0,15.0,20.0,20.0,15.0,0,7,2,14,9,9.0,0,0,2.0,0,International Security Policy - SIPA,3.0,New Mexico,"87,11",3.0,4.0,3.0,Security Policy - Homeland Defense
