iid_pid,race,date,career_c,age_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,clubbing,concerts,music,match
6013,2.0,7.0,6.0,29.0,5.769666762794657,7.745160791986436,7.41813212955889,6.860770229926,6.418132129558889,5.630436992720657,22.0,4.0,4.0,7.0,7.0,0
6012,2.0,7.0,6.0,29.0,6.0,9.0,8.0,10.0,5.89587352804768,8.0,22.0,4.0,4.0,7.0,7.0,1
6011,2.0,7.0,6.0,24.0,6.0,9.0,8.0,8.0,8.0,7.0,22.0,4.0,4.0,7.0,7.0,1
6010,2.0,4.0,6.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,26.0,6.0,3.0,5.0,10.0,0
6009,2.0,4.0,6.0,29.0,10.0,10.0,10.0,9.0,10.0,5.0,26.0,6.0,3.0,5.0,10.0,0
6008,2.0,4.0,6.0,26.0,7.0,7.0,7.0,6.0,7.0,6.0,26.0,6.0,3.0,5.0,10.0,0
6007,2.0,4.0,6.0,27.0,8.0,8.0,8.0,8.0,8.0,8.0,26.0,6.0,3.0,5.0,10.0,0
6006,2.0,4.0,6.0,34.0,5.0,10.0,8.0,10.0,7.0,5.0,26.0,6.0,3.0,5.0,10.0,0
6005,2.0,4.0,6.0,27.0,5.0,10.0,5.0,6.0,6.0,5.0,26.0,6.0,3.0,5.0,10.0,0
6004,2.0,4.0,6.0,23.0,6.0,8.0,8.0,6.0,8.0,8.0,26.0,6.0,3.0,5.0,10.0,0
6003,2.0,4.0,6.0,24.0,4.0,6.0,6.0,8.0,7.0,7.0,26.0,6.0,3.0,5.0,10.0,0
6002,2.0,4.0,6.0,24.0,7.0,6.0,7.0,6.0,8.0,9.0,26.0,6.0,3.0,5.0,10.0,0
6001,2.0,4.0,6.0,27.0,7.0,8.0,7.0,8.0,7.0,8.0,26.0,6.0,3.0,5.0,10.0,0
6000,2.0,4.0,6.0,30.0,7.0,10.0,10.0,10.0,10.0,10.0,26.0,6.0,3.0,5.0,10.0,0
5999,2.0,4.0,6.0,23.0,7.0,7.0,7.0,8.0,6.982982321953048,6.653353433654696,26.0,6.0,3.0,5.0,10.0,1
5998,2.0,4.0,6.0,22.0,5.0,7.0,7.0,4.0,4.0,2.0,26.0,6.0,3.0,5.0,10.0,0
5997,2.0,4.0,6.0,29.0,6.0,8.0,6.0,5.0,6.0,5.0,26.0,6.0,3.0,5.0,10.0,0
5996,2.0,4.0,6.0,31.0,3.0,7.0,5.0,7.0,5.0,2.3625784384388635,26.0,6.0,3.0,5.0,10.0,0
5995,2.0,4.0,6.0,26.0,4.0,7.0,7.0,6.0,6.0,7.0,26.0,6.0,3.0,5.0,10.0,0
5994,2.0,4.0,6.0,29.0,5.0,4.0,6.674804134422667,5.0,7.0,6.671452693496428,26.0,6.0,3.0,5.0,10.0,0
5993,2.0,4.0,6.0,29.0,6.0,9.0,9.0,10.0,8.0,3.325990954870149,26.0,6.0,3.0,5.0,10.0,1
5992,2.0,4.0,6.0,24.0,7.0,8.0,8.0,8.0,7.0,7.0,26.0,6.0,3.0,5.0,10.0,0
5991,2.0,4.0,6.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,28.0,1.0,9.0,5.0,5.0,0
5990,2.0,4.0,6.0,29.0,8.0,6.0,7.0,6.0,7.0,5.0,28.0,1.0,9.0,5.0,5.0,0
5989,2.0,4.0,6.0,26.0,7.0,6.0,7.0,7.0,6.0,6.0,28.0,1.0,9.0,5.0,5.0,0
5988,2.0,4.0,6.0,27.0,8.0,8.0,8.0,9.0,10.0,10.0,28.0,1.0,9.0,5.0,5.0,0
5987,2.0,4.0,6.0,34.0,6.0,7.0,8.0,6.0,6.0,5.0,28.0,1.0,9.0,5.0,5.0,0
5986,2.0,4.0,6.0,27.0,7.0,8.0,8.0,4.0,5.0,8.0,28.0,1.0,9.0,5.0,5.0,1
5985,2.0,4.0,6.0,23.0,7.0,8.0,8.0,7.0,6.0,7.0,28.0,1.0,9.0,5.0,5.0,0
5984,2.0,4.0,6.0,24.0,6.0,7.0,8.0,8.0,7.0,7.0,28.0,1.0,9.0,5.0,5.0,0
5983,2.0,4.0,6.0,24.0,6.0,7.0,6.0,6.0,7.0,8.0,28.0,1.0,9.0,5.0,5.0,0
5982,2.0,4.0,6.0,27.0,8.0,8.0,8.0,8.0,8.0,8.0,28.0,1.0,9.0,5.0,5.0,0
5981,2.0,4.0,6.0,30.0,7.0,7.0,10.0,10.0,7.0,3.0,28.0,1.0,9.0,5.0,5.0,0
5980,2.0,4.0,6.0,23.0,8.0,7.0,7.0,7.0,7.0,6.457244952401299,28.0,1.0,9.0,5.0,5.0,0
5979,2.0,4.0,6.0,22.0,5.0,6.0,6.0,6.256762415723002,6.591015903754289,7.087186073792175,28.0,1.0,9.0,5.0,5.0,0
5978,2.0,4.0,6.0,29.0,8.0,7.0,5.0,6.0,4.0,8.0,28.0,1.0,9.0,5.0,5.0,0
5977,2.0,4.0,6.0,31.0,3.0,6.0,6.0,4.0,5.0,6.066065817247733,28.0,1.0,9.0,5.0,5.0,0
5976,2.0,4.0,6.0,26.0,6.0,7.0,9.0,6.6358204501078655,6.327736181576485,6.353109010170712,28.0,1.0,9.0,5.0,5.0,0
5975,2.0,4.0,6.0,29.0,4.0,5.0,9.0,7.0,6.131831104413426,7.0,28.0,1.0,9.0,5.0,5.0,0
5974,2.0,4.0,6.0,29.0,6.0,6.0,7.072286408216932,4.0,6.3100091802617175,6.545418003304419,28.0,1.0,9.0,5.0,5.0,0
5973,2.0,4.0,6.0,24.0,9.0,9.0,8.0,9.0,8.0,8.0,28.0,1.0,9.0,5.0,5.0,0
5972,4.0,4.0,2.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,30.0,1.0,4.0,8.0,8.0,1
5971,4.0,4.0,2.0,29.0,6.0,6.0,5.0,4.0,3.0,0.0,30.0,1.0,4.0,8.0,8.0,1
5970,4.0,4.0,2.0,26.0,5.0,6.0,7.0,5.0,6.0,6.0,30.0,1.0,4.0,8.0,8.0,0
5969,4.0,4.0,2.0,27.0,7.0,6.0,7.0,7.0,8.0,9.0,30.0,1.0,4.0,8.0,8.0,0
5968,4.0,4.0,2.0,34.0,4.0,7.0,7.0,9.0,4.0,5.0,30.0,1.0,4.0,8.0,8.0,0
5967,4.0,4.0,2.0,27.0,2.0,1.0,3.0,5.0,10.0,1.0,30.0,1.0,4.0,8.0,8.0,0
5966,4.0,4.0,2.0,23.0,4.387537504749909,7.635692854428623,5.976769640821467,5.317846427214311,4.976769640821467,4.410767863928442,30.0,1.0,4.0,8.0,8.0,0
5965,4.0,4.0,2.0,24.0,3.0,2.0,2.5,3.0,3.0,0.0,30.0,1.0,4.0,8.0,8.0,0
5964,4.0,4.0,2.0,24.0,6.0,8.0,10.0,7.0,9.0,3.0,30.0,1.0,4.0,8.0,8.0,0
5963,4.0,4.0,2.0,27.0,2.0,4.0,4.0,5.0,4.0,4.0,30.0,1.0,4.0,8.0,8.0,0
5962,4.0,4.0,2.0,30.0,3.0,8.0,10.0,5.0,9.0,0.0,30.0,1.0,4.0,8.0,8.0,0
5961,4.0,4.0,2.0,23.0,2.0,9.0,7.0,6.0,6.0,1.0,30.0,1.0,4.0,8.0,8.0,1
5960,4.0,4.0,2.0,22.0,3.0,3.0,4.0,2.0,8.074543159722335,3.465376902903392,30.0,1.0,4.0,8.0,8.0,0
5959,4.0,4.0,2.0,29.0,5.0,6.0,5.0,2.0,8.0,4.0,30.0,1.0,4.0,8.0,8.0,0
5958,4.0,4.0,2.0,31.0,1.0,6.0,6.0,3.0,6.0,6.683722562486754,30.0,1.0,4.0,8.0,8.0,0
5957,4.0,4.0,2.0,26.0,1.0,7.0,9.0,1.0,7.0,1.0,30.0,1.0,4.0,8.0,8.0,0
5956,4.0,4.0,2.0,29.0,4.0,7.0,7.0,4.0,7.0,2.0,30.0,1.0,4.0,8.0,8.0,0
5955,4.0,4.0,2.0,29.0,3.0,7.0,5.0,1.0,3.0,1.0,30.0,1.0,4.0,8.0,8.0,0
5954,4.0,4.0,2.0,24.0,3.0,9.0,10.0,3.0,8.0,0.0,30.0,1.0,4.0,8.0,8.0,0
5953,2.0,3.0,1.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,1.0,1.0,10.0,10.0,0
5952,2.0,3.0,1.0,29.0,10.0,10.0,10.0,10.0,10.0,5.0,21.0,1.0,1.0,10.0,10.0,0
5951,2.0,3.0,1.0,26.0,9.0,8.0,6.0,7.0,6.0,7.0,21.0,1.0,1.0,10.0,10.0,1
5950,2.0,3.0,1.0,27.0,8.0,8.0,9.0,9.0,8.0,7.0,21.0,1.0,1.0,10.0,10.0,0
5949,2.0,3.0,1.0,34.0,10.0,10.0,9.0,8.0,7.0,5.0,21.0,1.0,1.0,10.0,10.0,0
5948,2.0,3.0,1.0,27.0,7.0,5.0,8.0,4.0,10.0,5.0,21.0,1.0,1.0,10.0,10.0,1
5947,2.0,3.0,1.0,23.0,6.0,8.0,9.0,8.0,8.0,6.0,21.0,1.0,1.0,10.0,10.0,1
5946,2.0,3.0,1.0,24.0,7.0,7.0,8.0,8.0,7.0,8.0,21.0,1.0,1.0,10.0,10.0,1
5945,2.0,3.0,1.0,24.0,6.0,7.0,8.0,8.0,6.0,4.0,21.0,1.0,1.0,10.0,10.0,0
5944,2.0,3.0,1.0,27.0,6.0,6.0,7.0,9.0,7.0,3.0,21.0,1.0,1.0,10.0,10.0,0
5943,2.0,3.0,1.0,30.0,8.0,9.0,10.0,10.0,10.0,5.0,21.0,1.0,1.0,10.0,10.0,0
5942,2.0,3.0,1.0,23.0,8.0,6.0,8.0,8.0,8.0,7.0,21.0,1.0,1.0,10.0,10.0,1
5941,2.0,3.0,1.0,22.0,8.0,7.0,5.0,7.0,5.0,2.0,21.0,1.0,1.0,10.0,10.0,0
5940,2.0,3.0,1.0,29.0,8.0,7.0,6.0,8.0,6.0,7.0,21.0,1.0,1.0,10.0,10.0,0
5939,2.0,3.0,1.0,31.0,7.0,5.0,7.0,7.0,7.0,3.0,21.0,1.0,1.0,10.0,10.0,1
5938,2.0,3.0,1.0,26.0,7.0,6.0,8.0,7.5,7.5,3.0,21.0,1.0,1.0,10.0,10.0,1
5937,2.0,3.0,1.0,29.0,6.90457834296697,7.848490682504018,8.095421657033032,7.748976991509671,7.09542165703303,7.307110668953282,21.0,1.0,1.0,10.0,10.0,0
5936,2.0,3.0,1.0,29.0,8.0,10.0,10.0,9.0,5.991698843391581,6.997111906621411,21.0,1.0,1.0,10.0,10.0,1
5935,2.0,3.0,1.0,24.0,9.0,7.0,7.0,9.0,7.0,8.0,21.0,1.0,1.0,10.0,10.0,0
5934,2.0,4.0,3.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,24.0,1.0,4.0,6.0,6.0,0
5933,2.0,4.0,3.0,29.0,10.0,10.0,10.0,10.0,10.0,8.0,24.0,1.0,4.0,6.0,6.0,0
5932,2.0,4.0,3.0,26.0,7.0,7.0,6.0,6.0,6.0,6.0,24.0,1.0,4.0,6.0,6.0,0
5931,2.0,4.0,3.0,27.0,7.0,6.0,5.0,8.0,8.0,8.0,24.0,1.0,4.0,6.0,6.0,0
5930,2.0,4.0,3.0,34.0,8.0,5.0,6.0,6.0,7.0,1.0,24.0,1.0,4.0,6.0,6.0,0
5929,2.0,4.0,3.0,27.0,5.0,2.0,3.0,4.0,5.0,1.0,24.0,1.0,4.0,6.0,6.0,0
5928,2.0,4.0,3.0,23.0,7.0,6.0,7.0,5.0,5.0,6.0,24.0,1.0,4.0,6.0,6.0,0
5927,2.0,4.0,3.0,24.0,5.0,5.0,5.0,5.0,5.0,4.101612797362794,24.0,1.0,4.0,6.0,6.0,0
5926,2.0,4.0,3.0,24.0,8.0,7.0,6.0,8.0,7.0,6.0,24.0,1.0,4.0,6.0,6.0,0
5925,2.0,4.0,3.0,27.0,7.0,7.0,7.0,8.0,7.0,7.0,24.0,1.0,4.0,6.0,6.0,0
5924,2.0,4.0,3.0,30.0,8.0,9.0,9.0,9.0,9.0,2.0,24.0,1.0,4.0,6.0,6.0,0
5923,2.0,4.0,3.0,23.0,9.0,7.0,8.0,8.0,7.0,6.735180572649552,24.0,1.0,4.0,6.0,6.0,0
5922,2.0,4.0,3.0,22.0,7.0,4.0,5.0,6.891374292126656,7.298457605742842,6.491505481627716,24.0,1.0,4.0,6.0,6.0,0
5921,2.0,4.0,3.0,29.0,7.0,7.0,5.0,7.0,5.0,7.0,24.0,1.0,4.0,6.0,6.0,0
5920,2.0,4.0,3.0,31.0,4.0,5.0,6.0,6.0,5.0,6.368685112466696,24.0,1.0,4.0,6.0,6.0,0
5919,2.0,4.0,3.0,26.0,6.5,7.074256283393307,6.5,6.308625260037844,6.0,5.845753401734498,24.0,1.0,4.0,6.0,6.0,0
5918,2.0,4.0,3.0,29.0,7.0,10.0,9.0,8.0,6.0,8.305077497174786,24.0,1.0,4.0,6.0,6.0,1
5917,2.0,4.0,3.0,29.0,6.0,7.0,7.0,7.0,6.507179613411427,8.0,24.0,1.0,4.0,6.0,6.0,0
5916,2.0,4.0,3.0,24.0,9.0,9.0,9.0,8.0,9.0,7.0,24.0,1.0,4.0,6.0,6.0,0
5915,2.0,7.0,3.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,5.0,8.0,7.0,7.0,0
5914,2.0,7.0,3.0,29.0,10.0,10.0,10.0,5.0,8.0,5.0,25.0,5.0,8.0,7.0,7.0,1
5913,2.0,7.0,3.0,26.0,9.0,8.0,7.0,7.0,6.0,7.0,25.0,5.0,8.0,7.0,7.0,0
5912,2.0,7.0,3.0,27.0,9.0,8.0,7.0,9.0,9.0,8.0,25.0,5.0,8.0,7.0,7.0,1
5911,2.0,7.0,3.0,34.0,10.0,10.0,8.0,10.0,6.0,5.0,25.0,5.0,8.0,7.0,7.0,1
5910,2.0,7.0,3.0,27.0,7.0,5.0,5.0,8.0,2.0,4.0,25.0,5.0,8.0,7.0,7.0,0
5909,2.0,7.0,3.0,23.0,7.0,6.0,7.0,6.0,6.0,5.0,25.0,5.0,8.0,7.0,7.0,0
5908,2.0,7.0,3.0,24.0,9.0,8.0,8.0,10.0,9.0,6.760554496938623,25.0,5.0,8.0,7.0,7.0,1
5907,2.0,7.0,3.0,24.0,8.0,8.0,8.0,8.0,7.0,6.0,25.0,5.0,8.0,7.0,7.0,1
5906,2.0,7.0,3.0,27.0,8.0,8.0,8.0,8.0,8.0,8.0,25.0,5.0,8.0,7.0,7.0,0
5905,2.0,7.0,3.0,30.0,9.0,9.0,9.0,9.0,9.0,6.0,25.0,5.0,8.0,7.0,7.0,0
5904,2.0,7.0,3.0,23.0,8.0,8.0,8.0,8.0,8.0,5.646423115216431,25.0,5.0,8.0,7.0,7.0,1
5903,2.0,7.0,3.0,22.0,9.0,7.2900115122559646,6.0,7.278988833571225,6.9619972948496045,5.998960492498491,25.0,5.0,8.0,7.0,7.0,0
5902,2.0,7.0,3.0,29.0,9.0,7.0,8.0,6.0,7.0,5.0,25.0,5.0,8.0,7.0,7.0,0
5901,2.0,7.0,3.0,31.0,4.0,5.0,7.0,7.0,7.0,4.32265919302231,25.0,5.0,8.0,7.0,7.0,0
5900,2.0,7.0,3.0,26.0,6.5,7.0,7.0,6.5,6.0,6.0,25.0,5.0,8.0,7.0,7.0,1
5899,2.0,7.0,3.0,29.0,8.0,9.0,7.0,8.0,9.0,7.329850632374685,25.0,5.0,8.0,7.0,7.0,0
5898,2.0,7.0,3.0,29.0,10.0,8.0,9.0,10.0,6.683632442589709,5.691525547225911,25.0,5.0,8.0,7.0,7.0,1
5897,2.0,7.0,3.0,24.0,10.0,9.0,9.0,9.0,8.0,8.0,25.0,5.0,8.0,7.0,7.0,0
5896,2.0,7.0,3.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,26.0,4.0,7.0,8.0,8.0,0
5895,2.0,7.0,3.0,29.0,10.0,10.0,10.0,10.0,10.0,5.0,26.0,4.0,7.0,8.0,8.0,0
5894,2.0,7.0,3.0,26.0,6.0,8.0,8.0,7.0,7.0,7.0,26.0,4.0,7.0,8.0,8.0,0
5893,2.0,7.0,3.0,27.0,8.0,8.0,8.0,9.0,8.0,7.0,26.0,4.0,7.0,8.0,8.0,1
5892,2.0,7.0,3.0,34.0,5.0,10.0,8.0,7.0,6.0,10.0,26.0,4.0,7.0,8.0,8.0,0
5891,2.0,7.0,3.0,27.0,5.0,10.0,4.0,3.0,3.0,2.0,26.0,4.0,7.0,8.0,8.0,0
5890,2.0,7.0,3.0,23.0,5.0,7.0,7.0,6.0,5.0,4.0,26.0,4.0,7.0,8.0,8.0,0
5889,2.0,7.0,3.0,24.0,6.0,8.0,9.0,8.0,8.0,6.0,26.0,4.0,7.0,8.0,8.0,0
5888,2.0,7.0,3.0,24.0,7.0,9.0,9.0,7.0,9.0,4.0,26.0,4.0,7.0,8.0,8.0,0
5887,2.0,7.0,3.0,27.0,7.0,9.0,6.0,10.0,7.0,8.0,26.0,4.0,7.0,8.0,8.0,0
5886,2.0,7.0,3.0,30.0,5.0,9.0,9.0,9.0,9.0,9.0,26.0,4.0,7.0,8.0,8.0,0
5885,2.0,7.0,3.0,23.0,5.0,7.0,8.0,5.0,5.0,5.592558032033376,26.0,4.0,7.0,8.0,8.0,0
5884,2.0,7.0,3.0,22.0,6.0,6.0,7.0,7.0,7.668140813672195,6.608720151156104,26.0,4.0,7.0,8.0,8.0,0
5883,2.0,7.0,3.0,29.0,6.0,7.0,7.0,4.0,6.0,3.0,26.0,4.0,7.0,8.0,8.0,0
5882,2.0,7.0,3.0,31.0,1.0,8.0,8.0,5.0,5.0,5.406685356320431,26.0,4.0,7.0,8.0,8.0,0
5881,2.0,7.0,3.0,26.0,4.0,8.0,9.0,6.0,5.0,5.0,26.0,4.0,7.0,8.0,8.0,0
5880,2.0,7.0,3.0,29.0,5.0,8.0,9.0,8.0,7.732188924283863,8.0,26.0,4.0,7.0,8.0,8.0,0
5879,2.0,7.0,3.0,29.0,5.0,8.0,7.0,4.0,7.027284476642733,2.0,26.0,4.0,7.0,8.0,8.0,0
5878,2.0,7.0,3.0,24.0,6.0,8.0,8.0,9.0,8.0,8.0,26.0,4.0,7.0,8.0,8.0,1
5877,2.0,5.0,2.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,5.0,8.0,8.0,10.0,0
5876,2.0,5.0,2.0,29.0,10.0,10.0,10.0,10.0,10.0,5.0,25.0,5.0,8.0,8.0,10.0,1
5875,2.0,5.0,2.0,26.0,8.0,8.0,7.0,7.0,6.0,6.0,25.0,5.0,8.0,8.0,10.0,0
5874,2.0,5.0,2.0,27.0,7.0,8.0,8.0,7.0,7.0,6.0,25.0,5.0,8.0,8.0,10.0,0
5873,2.0,5.0,2.0,34.0,8.0,10.0,7.0,6.0,5.0,5.0,25.0,5.0,8.0,8.0,10.0,0
5872,2.0,5.0,2.0,27.0,9.0,10.0,5.0,7.0,3.0,5.0,25.0,5.0,8.0,8.0,10.0,1
5871,2.0,5.0,2.0,23.0,8.0,8.0,8.0,7.0,7.0,8.0,25.0,5.0,8.0,8.0,10.0,1
5870,2.0,5.0,2.0,24.0,7.0,8.0,7.0,7.0,6.0,7.6655351330729395,25.0,5.0,8.0,8.0,10.0,1
5869,2.0,5.0,2.0,24.0,7.0,7.0,6.0,8.0,7.0,5.0,25.0,5.0,8.0,8.0,10.0,0
5868,2.0,5.0,2.0,27.0,8.0,8.0,6.0,8.0,8.0,8.0,25.0,5.0,8.0,8.0,10.0,1
5867,2.0,5.0,2.0,30.0,8.0,9.0,9.0,9.0,9.0,8.0,25.0,5.0,8.0,8.0,10.0,0
5866,2.0,5.0,2.0,23.0,7.0,6.0,7.0,7.0,6.066563732154701,5.827445465232594,25.0,5.0,8.0,8.0,10.0,1
5865,2.0,5.0,2.0,22.0,5.0,6.0,6.0,5.0,7.286847867428284,6.221193173991739,25.0,5.0,8.0,8.0,10.0,0
5864,2.0,5.0,2.0,29.0,6.0,8.0,5.0,6.0,5.0,3.0,25.0,5.0,8.0,8.0,10.0,0
5863,2.0,5.0,2.0,31.0,4.0,5.0,5.0,6.0,5.0,4.868719043289062,25.0,5.0,8.0,8.0,10.0,0
5862,2.0,5.0,2.0,26.0,4.0,8.0,6.0,5.0,5.0,5.0,25.0,5.0,8.0,8.0,10.0,0
5861,2.0,5.0,2.0,29.0,8.0,9.0,8.0,10.0,7.0,9.0,25.0,5.0,8.0,8.0,10.0,0
5860,2.0,5.0,2.0,29.0,6.0,7.0,7.0,8.0,4.095345497281302,3.736987994426703,25.0,5.0,8.0,8.0,10.0,1
5859,2.0,5.0,2.0,24.0,9.0,9.0,8.0,9.0,9.0,10.0,25.0,5.0,8.0,8.0,10.0,0
5858,2.0,5.0,10.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,23.0,9.0,7.0,5.0,6.0,0
5857,2.0,5.0,10.0,29.0,10.0,10.0,10.0,10.0,10.0,8.0,23.0,9.0,7.0,5.0,6.0,1
5856,2.0,5.0,10.0,26.0,8.0,8.0,7.0,8.0,8.0,7.0,23.0,9.0,7.0,5.0,6.0,0
5855,2.0,5.0,10.0,27.0,8.0,8.0,8.0,7.0,8.0,8.0,23.0,9.0,7.0,5.0,6.0,1
5854,2.0,5.0,10.0,34.0,8.0,9.0,7.0,10.0,5.0,5.0,23.0,9.0,7.0,5.0,6.0,0
5853,2.0,5.0,10.0,27.0,5.0,4.0,4.0,4.0,5.0,10.0,23.0,9.0,7.0,5.0,6.0,0
5852,2.0,5.0,10.0,23.0,7.0,9.0,8.0,8.0,7.0,6.0,23.0,9.0,7.0,5.0,6.0,1
5851,2.0,5.0,10.0,24.0,6.0,8.0,8.0,8.0,8.0,7.0,23.0,9.0,7.0,5.0,6.0,0
5850,2.0,5.0,10.0,24.0,7.0,7.0,8.0,9.0,6.0,7.0,23.0,9.0,7.0,5.0,6.0,1
5849,2.0,5.0,10.0,27.0,7.0,7.0,8.0,8.0,6.0,7.5,23.0,9.0,7.0,5.0,6.0,0
5848,2.0,5.0,10.0,30.0,6.0,10.0,10.0,10.0,10.0,9.0,23.0,9.0,7.0,5.0,6.0,0
5847,2.0,5.0,10.0,23.0,9.0,7.0,7.0,8.0,7.0,7.270193888040434,23.0,9.0,7.0,5.0,6.0,1
5846,2.0,5.0,10.0,22.0,7.0,6.0,6.0,7.0,5.0,4.0,23.0,9.0,7.0,5.0,6.0,0
5845,2.0,5.0,10.0,29.0,7.0,7.0,6.0,6.0,6.0,8.0,23.0,9.0,7.0,5.0,6.0,0
5844,2.0,5.0,10.0,31.0,6.0,5.0,6.0,8.0,5.0,3.3313354281262493,23.0,9.0,7.0,5.0,6.0,0
5843,2.0,5.0,10.0,26.0,7.0,7.0,7.0,9.0,8.0,6.0,23.0,9.0,7.0,5.0,6.0,1
5842,2.0,5.0,10.0,29.0,6.0,8.0,9.0,10.0,4.0,7.282891717065114,23.0,9.0,7.0,5.0,6.0,0
5841,2.0,5.0,10.0,29.0,7.0,10.0,7.0,10.0,6.002632161110669,8.0,23.0,9.0,7.0,5.0,6.0,1
5840,2.0,5.0,10.0,24.0,7.0,8.0,8.0,9.0,8.0,9.0,23.0,9.0,7.0,5.0,6.0,0
5839,2.0,6.0,7.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,27.0,10.0,5.0,8.0,7.0,0
5838,2.0,6.0,7.0,29.0,10.0,10.0,10.0,9.0,9.0,5.0,27.0,10.0,5.0,8.0,7.0,0
5837,2.0,6.0,7.0,26.0,7.0,7.0,6.0,6.0,6.0,7.0,27.0,10.0,5.0,8.0,7.0,0
5836,2.0,6.0,7.0,27.0,8.0,9.0,9.0,8.0,8.0,8.0,27.0,10.0,5.0,8.0,7.0,1
5835,2.0,6.0,7.0,34.0,7.0,7.0,6.0,6.0,6.0,5.0,27.0,10.0,5.0,8.0,7.0,0
5834,2.0,6.0,7.0,27.0,6.0,10.0,4.0,5.0,6.0,4.0,27.0,10.0,5.0,8.0,7.0,0
5833,2.0,6.0,7.0,23.0,5.0,6.0,6.0,5.0,6.0,3.0,27.0,10.0,5.0,8.0,7.0,0
5832,2.0,6.0,7.0,24.0,4.0,8.0,4.0,6.0,6.0,6.0,27.0,10.0,5.0,8.0,7.0,0
5831,2.0,6.0,7.0,24.0,6.0,8.0,8.0,7.0,6.0,4.0,27.0,10.0,5.0,8.0,7.0,0
5830,2.0,6.0,7.0,27.0,6.0,7.0,8.0,8.0,8.0,8.0,27.0,10.0,5.0,8.0,7.0,0
5829,2.0,6.0,7.0,30.0,7.0,10.0,9.0,9.0,5.038759233323527,2.0,27.0,10.0,5.0,8.0,7.0,0
5828,2.0,6.0,7.0,23.0,8.0,7.0,6.0,5.0,6.0,4.545535284660927,27.0,10.0,5.0,8.0,7.0,1
5827,2.0,6.0,7.0,22.0,5.0,7.0,6.0,6.0,6.355307419112482,4.930069080964452,27.0,10.0,5.0,8.0,7.0,0
5826,2.0,6.0,7.0,29.0,7.0,9.0,5.0,7.0,5.0,6.0,27.0,10.0,5.0,8.0,7.0,0
5825,2.0,6.0,7.0,31.0,3.0,5.0,5.0,5.0,5.0,3.6297357070357954,27.0,10.0,5.0,8.0,7.0,0
5824,2.0,6.0,7.0,26.0,6.0,8.0,8.0,7.0,7.0,4.283775395630622,27.0,10.0,5.0,8.0,7.0,1
5823,2.0,6.0,7.0,29.0,5.835046841002385,7.715706658539082,5.227674120409485,5.715706658539082,5.405555958630788,5.728635337762769,27.0,10.0,5.0,8.0,7.0,0
5822,2.0,6.0,7.0,29.0,6.0,9.0,8.0,9.0,4.970135230385163,4.919608440863698,27.0,10.0,5.0,8.0,7.0,0
5821,2.0,6.0,7.0,24.0,8.0,8.0,7.0,7.0,7.0,8.0,27.0,10.0,5.0,8.0,7.0,1
5820,2.0,7.0,6.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,28.0,8.0,3.0,9.0,9.0,0
5819,2.0,7.0,6.0,29.0,10.0,10.0,10.0,8.0,9.0,4.0,28.0,8.0,3.0,9.0,9.0,1
5818,2.0,7.0,6.0,26.0,7.0,6.0,6.0,5.0,6.0,5.0,28.0,8.0,3.0,9.0,9.0,0
5817,2.0,7.0,6.0,27.0,6.0,8.0,8.0,8.0,7.0,7.0,28.0,8.0,3.0,9.0,9.0,0
5816,2.0,7.0,6.0,34.0,7.0,10.0,7.0,7.0,5.0,5.0,28.0,8.0,3.0,9.0,9.0,0
5815,2.0,7.0,6.0,27.0,7.0,5.0,6.0,2.0,10.0,3.0,28.0,8.0,3.0,9.0,9.0,0
5814,2.0,7.0,6.0,23.0,3.0,6.0,7.0,4.0,7.0,2.0,28.0,8.0,3.0,9.0,9.0,0
5813,2.0,7.0,6.0,24.0,8.0,7.0,7.0,8.0,6.0,6.0,28.0,8.0,3.0,9.0,9.0,1
5812,2.0,7.0,6.0,24.0,10.0,10.0,10.0,10.0,10.0,10.0,28.0,8.0,3.0,9.0,9.0,0
5811,2.0,7.0,6.0,27.0,7.0,8.0,7.0,8.0,6.0,7.0,28.0,8.0,3.0,9.0,9.0,1
5810,2.0,7.0,6.0,30.0,5.113434855956007,8.282153655999025,7.673688501542145,7.370469340916684,6.280126822793069,6.212876642501847,28.0,8.0,3.0,9.0,9.0,0
5809,2.0,7.0,6.0,23.0,7.0,7.0,7.0,5.0,5.0,5.0,28.0,8.0,3.0,9.0,9.0,1
5808,2.0,7.0,6.0,22.0,4.0,4.0,5.0,2.0,2.0,7.0,28.0,8.0,3.0,9.0,9.0,0
5807,2.0,7.0,6.0,29.0,6.0,7.0,5.0,4.0,6.0,6.0,28.0,8.0,3.0,9.0,9.0,0
